speaker,start,end,duration
SPEAKER_00,0.892,1.432,0.54
SPEAKER_00,2.309,3.305,0.996
SPEAKER_00,3.946,4.688,0.743
SPEAKER_00,5.397,6.511,1.114
SPEAKER_00,6.612,7.152,0.54
SPEAKER_00,7.422,10.122,2.7
