speaker,start,end,duration
SPEAKER_00,1.735,2.343,0.607
SPEAKER_00,5.549,7.118,1.569
SPEAKER_00,7.321,7.844,0.523
SPEAKER_00,8.367,13.919,5.552
SPEAKER_01,12.738,13.396,0.658
