speaker,start,end,duration
SPEAKER_01,0.031,0.048,0.017
SPEAKER_00,1.567,2.107,0.54
SPEAKER_00,3.305,4.334,1.029
SPEAKER_01,4.739,6.173,1.434
SPEAKER_00,6.258,8.047,1.789
SPEAKER_01,8.215,10.223,2.008
SPEAKER_00,9.413,9.987,0.574
SPEAKER_00,10.696,12.265,1.569
SPEAKER_00,12.383,15.539,3.156
SPEAKER_00,15.742,16.754,1.012
SPEAKER_00,18.998,19.42,0.422
SPEAKER_00,20.146,24.533,4.387
SPEAKER_01,25.394,27.976,2.582
