speaker,start,end,duration
SPEAKER_00,0.031,0.166,0.135
SPEAKER_00,1.145,1.6,0.456
SPEAKER_00,5.397,6.494,1.097
SPEAKER_00,6.697,11.118,4.421
SPEAKER_01,9.548,10.527,0.979
