speaker,start,end,duration
SPEAKER_00,0.031,0.082,0.051
SPEAKER_00,1.415,1.82,0.405
SPEAKER_00,2.562,3.035,0.473
SPEAKER_00,3.457,7.102,3.645
SPEAKER_00,7.27,13.396,6.126
SPEAKER_00,14.054,14.527,0.473
