speaker,start,end,duration
SPEAKER_00,1.364,3.389,2.025
SPEAKER_00,5.077,5.617,0.54
SPEAKER_00,6.865,7.068,0.202
SPEAKER_00,7.355,9.464,2.109
SPEAKER_00,10.122,14.527,4.404
SPEAKER_00,15.708,20.112,4.404
SPEAKER_00,20.686,22.357,1.671
SPEAKER_00,24.314,27.301,2.987
SPEAKER_00,30.76,35.03,4.269
SPEAKER_01,33.848,34.726,0.877
