speaker,start,end,duration
SPEAKER_00,1.499,2.005,0.506
SPEAKER_00,5.684,6.241,0.557
SPEAKER_00,6.562,10.51,3.949
SPEAKER_00,10.983,13.784,2.801
SPEAKER_00,15.218,17.615,2.396
SPEAKER_01,16.636,17.176,0.54
SPEAKER_00,17.969,18.965,0.996
SPEAKER_00,19.471,20.72,1.249
SPEAKER_00,21.783,27.115,5.332
SPEAKER_00,27.79,35.35,7.56
SPEAKER_01,30.052,30.085,0.034
SPEAKER_00,36.211,37.088,0.878
