speaker,start,end,duration
SPEAKER_00,0.031,0.098,0.068
SPEAKER_00,1.398,1.938,0.54
SPEAKER_00,1.972,2.562,0.591
SPEAKER_00,4.03,7.203,3.173
SPEAKER_00,7.456,7.962,0.506
SPEAKER_00,8.266,8.89,0.624
SPEAKER_00,9.143,16.838,7.695
SPEAKER_00,17.277,17.918,0.641
SPEAKER_00,19.657,20.99,1.333
SPEAKER_00,22.508,23.47,0.962
