speaker,start,end,duration
SPEAKER_00,0.031,2.849,2.818
SPEAKER_00,6.46,8.992,2.531
SPEAKER_00,11.033,11.725,0.692
SPEAKER_00,12.586,16.653,4.067
SPEAKER_01,13.531,15.573,2.042
SPEAKER_00,17.125,21.243,4.118
SPEAKER_01,19.876,20.669,0.793
