speaker,start,end,duration
SPEAKER_00,0.031,0.335,0.304
SPEAKER_00,1.432,1.887,0.456
SPEAKER_00,3.912,4.52,0.608
SPEAKER_00,6.848,7.726,0.877
SPEAKER_00,8.333,10.038,1.704
SPEAKER_00,10.291,11.32,1.029
SPEAKER_00,12.08,12.62,0.54
SPEAKER_00,13.261,13.885,0.624
SPEAKER_00,16.147,19.657,3.51
SPEAKER_00,20.348,20.973,0.624
SPEAKER_00,21.192,21.563,0.371
