end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.09014517,0.98834115,0.00023998933,0.1537415,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,9.827989e-06,7.3430615e-06,143.55614,437.8462,2225.1199,5979.113,0.0016665813,1773.4662,6.562742,6912136.5,2.112977,8.46862,-9.323963e-06,1.2862945,9.93046e-06,5.443894,10.053097,0.8577725,10.7246895,5.8592772,-5.4550834,-5.7273536,-3.677597,2.730827,-3.9286597,6.7449856,9.603867,7.156996,-3.2521312,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.073953606,0.98834115,0.0002068518,0.1185941,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,7.669003e-06,4.5200686e-06,150.73393,409.13492,1751.3846,4321.0396,0.00256782,1419.8204,6.1149764,5541651.5,3.738572,27.506754,-6.624188e-06,1.0519651,7.0317983e-06,9.2028475,10.863022,-0.000492533,7.36033,4.4413543,-5.1999917,-6.0000024,-10.314139,3.5417626,-4.573311,9.50389,6.881298,4.0165644,-3.9480026,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.054259498,0.98834115,0.00016744668,0.0814059,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,5.1929687e-06,1.4329331e-06,143.55612,351.7125,1277.6495,2469.1653,0.0031783183,1020.0289,5.5295053,4104000.8,5.986154,56.11555,-3.668412e-06,0.78291774,3.903627e-06,13.600278,12.69378,1.5485874,3.6514914,1.2008376,-6.1183624,-4.956104,-16.589096,1.9704174,-1.9959321,10.647016,1.9641527,0.84708667,-3.0590565,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.043234322,0.98834115,0.0001500076,0.07324263,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.7297e-06,6.653899e-07,114.8449,301.46786,409.13492,832.6255,0.0021774366,618.95514,4.9436684,3240515.2,7.440292,69.43123,-3.0146396e-06,0.5201675,3.3072793e-06,18.066673,12.498173,0.6723469,2.377917,-0.67318755,-4.7231536,-6.847365,-14.501433,-0.05827235,-5.1896358,8.514792,2.951924,2.3376658,4.1274085,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.038365204,0.98924524,0.00013447837,0.07460318,0.13036679,0.28097698,0.43710986,0.5735715,0.6862288,0.77656156,0.88095254,0.9227178,0.9828272,1.0573088,1.1276547,1.1406994,1.2017776,1.2724056,1.3041793,1.383988,1.4090861,1.454092,1.4597965,1.4252189,1.3425703,1.2131513,1.0508207,0.8897226,0.7282486,0.5883414,4.564219e-06,3.6504014e-07,129.20052,294.29004,409.13492,667.53595,0.0018307804,592.81683,4.808724,3362706.0,7.9967628,76.3809,-2.4029216e-06,0.50432587,2.3516807e-06,19.423729,11.441955,1.8859228,1.0979849,-5.4409943,-7.2937045,-8.781852,-13.140714,-2.977333,-3.0184734,4.944016,-0.5229675,2.1045172,6.848793,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.035595078,0.9835984,0.00012243459,0.08571428,0.1347275,0.29215446,0.44681394,0.5769677,0.6993467,0.7625466,0.9005739,0.9097941,0.9555668,1.066981,1.1203092,1.1075431,1.185606,1.2523204,1.2839246,1.3803697,1.4075361,1.4418365,1.4484912,1.4230036,1.3399234,1.2055022,1.0495094,0.8763655,0.72185785,0.58398604,3.4275454e-06,3.073776e-07,100.48929,251.22322,380.42374,689.0694,0.0017394028,609.6358,4.7455215,3939790.0,7.430725,64.787315,-1.8457858e-06,0.50469047,1.358556e-06,19.032187,9.774544,1.8294576,2.6132255,-4.9656844,-8.073932,-11.204291,-9.128633,-0.68029433,-2.6049302,2.2967093,2.042815,2.3691127,7.1058044,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.035679642,0.97852093,0.000119701144,0.08367347,0.13639496,0.28956243,0.44184437,0.5789864,0.70763427,0.7567317,0.90347666,0.93771666,0.9523141,1.0801922,1.1193252,1.0902686,1.1702456,1.2526668,1.2883095,1.3490425,1.3908249,1.413949,1.443771,1.4110225,1.3251722,1.1939408,1.0421867,0.8737466,0.71421784,0.5780013,3.5304759e-06,3.145461e-07,93.311485,258.40103,387.60153,681.8916,0.0014838185,609.23126,4.751472,4043573.8,7.442255,64.465416,-1.8895043e-06,0.5043184,1.2396528e-06,19.209932,9.480398,2.1677015,1.5253407,-6.681933,-10.506524,-10.098049,-4.883749,-1.6966578,1.9617897,5.2792916,0.9728131,-0.0903937,7.145561,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.036111314,0.97727084,0.00011544659,0.08707482,0.13287762,0.2905476,0.43404564,0.56802595,0.69562244,0.75140244,0.8695014,0.95212984,0.9594484,1.0646943,1.1049379,1.1026276,1.1539428,1.2285786,1.3014396,1.3909969,1.4402181,1.4257358,1.4355189,1.4046263,1.3183817,1.1916833,1.0416521,0.87129,0.70726776,0.57185,2.043772e-06,4.3709352e-07,78.95587,251.22322,423.49057,1320.7163,0.0014100551,730.28516,4.9972377,4958247.5,6.4599805,49.101765,-1.5226102e-06,0.57375705,1.0692918e-06,17.849966,6.795193,4.9445457,1.5493752,-6.2146096,-4.3153896,-3.9265137,-8.298202,1.1762457,6.1741576,3.1840599,2.4259613,2.920739,6.0831094,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.036576863,0.9709628,0.00011736973,0.0739229,0.12983859,0.28272632,0.43974265,0.57270616,0.6806712,0.7514322,0.84345245,0.9430819,0.9775837,1.0601375,1.1070594,1.1286309,1.1763207,1.2313976,1.2829937,1.3469502,1.3950144,1.4083332,1.4302859,1.3843619,1.3117087,1.1820258,1.0292355,0.8691365,0.7089947,0.5712109,2.2557977e-06,5.1995283e-07,114.84491,301.46786,445.02402,1471.4502,0.0013843849,754.269,5.1791706,4843233.0,6.540154,50.510838,-1.4719484e-06,0.6020835,1.2439916e-06,18.990225,5.5123734,3.566356,1.2842957,-3.0541344,-2.4987335,-3.641969,-13.587726,-4.0917034,4.7358704,5.0219765,1.9444656,4.319757,4.5319963,116_216_37_1_20250116_103447_beauty_ground.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.03608795,0.97004485,0.00011874461,0.06530613,0.13107525,0.27965245,0.4465554,0.5774686,0.6813167,0.7618737,0.86393815,0.91551954,0.9498739,1.039579,1.1034684,1.1290983,1.1853318,1.2457968,1.2962135,1.334715,1.3622605,1.4017916,1.4337555,1.3912135,1.3095874,1.1915396,1.0258459,0.86410123,0.715802,0.5837907,2.2696402e-06,5.386289e-07,122.022705,258.40103,430.66837,1399.6722,0.0014443848,705.10333,5.105084,4456499.0,6.8509655,55.417164,-1.5692949e-06,0.565118,1.420427e-06,20.100494,5.532415,5.505394,5.023289,-1.0146955,0.48767185,-5.008888,-18.35618,-6.1167397,4.319118,1.3894774,-0.22932358,2.547081,4.5445137,116_216_37_1_20250116_103447_beauty_ground.wav
