end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.049648624,0.98834115,0.00014108469,0.14036281,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.7326635e-06,1.6207645e-06,129.20052,351.7125,1270.4717,2756.2773,0.0007561718,1169.7944,6.060093,5382971.5,5.0550632,35.706173,-1.984147e-06,0.8896499,2.0871207e-06,14.397054,2.7953222,-3.9045327,6.8572135,4.0268645,-0.19192521,6.309879,-1.8340622,-12.908656,-9.974874,4.861676,3.3986652,-3.5667908,1.0308043,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.05255871,0.98834115,0.00013954041,0.115646265,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.6743103e-06,1.7954989e-06,129.20052,323.00125,1327.8942,3122.3457,0.0014208397,1231.9098,6.11895,5480527.5,4.6270504,31.627386,-2.0711198e-06,0.91659576,2.1539922e-06,11.359269,3.2138884,0.39198598,7.4097953,5.3037343,0.47745344,6.3546104,-2.6985333,-11.075715,-10.547307,5.393211,0.5300493,-3.7075498,-1.321816,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.053060237,0.98834115,0.0001377136,0.09297052,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.8408699e-06,1.7862657e-06,107.66709,323.00125,1313.5385,3029.0342,0.0020717091,1198.9956,6.017212,5187118.5,4.8716245,35.709873,-2.1431952e-06,0.8917783,2.0731313e-06,10.608174,3.3629055,1.8360052,3.9657967,3.681219,-0.24551995,7.9517007,-4.23834,-13.024343,-9.997037,6.223562,0.36664867,-1.1781934,-0.9197102,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.04402782,0.98834115,0.00013022088,0.082766436,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,2.1115684e-06,9.972123e-07,107.66709,272.75662,710.6028,1579.1173,0.0019248667,800.14526,5.4476094,3999884.0,6.613016,55.76579,-1.9005511e-06,0.6355381,1.8242775e-06,16.502825,3.486571,1.2452905,4.860851,2.230915,-1.5171939,4.4344964,-7.855661,-11.603878,-10.117766,4.867328,-0.44633052,0.6137657,-2.2700365,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.03863283,0.99187326,0.0001250557,0.075283445,0.12891014,0.2678135,0.41358447,0.5366585,0.6847536,0.80098796,0.8448395,0.94804144,0.98552305,1.0234641,1.1025689,1.181271,1.2514138,1.2639761,1.2998625,1.3960441,1.416339,1.4651809,1.4663457,1.4306121,1.3461481,1.2267665,1.0795251,0.9019327,0.732249,0.5938911,1.8345876e-06,6.5279846e-07,93.311485,229.6898,495.26865,1040.7819,0.001788985,616.87213,5.03262,3492934.0,7.6481833,69.135735,-1.924617e-06,0.5087349,1.5175652e-06,19.805433,5.085069,-0.37516478,4.4271307,3.7910519,1.5637838,6.508999,-6.25246,-8.547814,-9.770889,7.704727,6.127502,3.97238,0.71130854,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.036632843,0.9969909,0.00012364294,0.06666666,0.1234752,0.25697735,0.4191862,0.53839964,0.70259976,0.8416869,0.8743692,0.9970878,1.0022081,1.0277447,1.1046238,1.2033931,1.2592937,1.2569097,1.2883588,1.4355916,1.4050689,1.4624076,1.4481363,1.4315971,1.3501244,1.2319819,1.0605893,0.8862372,0.72416145,0.58955425,1.6057802e-06,6.0847077e-07,93.311485,193.80077,387.60153,990.5373,0.0016612982,544.60236,4.8782363,3313601.8,8.047495,74.97024,-2.0250125e-06,0.45182857,1.6133821e-06,21.870522,5.950197,0.021704277,6.4577584,8.751914,6.272808,4.1134014,-4.917216,-6.534701,-9.53665,4.0863695,4.463961,2.07418,-1.2818962,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.035847288,0.9931269,0.000119753706,0.075510204,0.118866645,0.25003806,0.42546645,0.5577352,0.7060768,0.84081334,0.87138194,0.9818337,0.9856561,1.022744,1.0937337,1.2023367,1.253791,1.2558048,1.2916516,1.4510765,1.3947097,1.455608,1.4337219,1.4250336,1.3398458,1.2240835,1.0504766,0.8840671,0.72009635,0.5846512,2.2400975e-06,5.234406e-07,86.133675,229.6898,394.77933,925.937,0.0017282926,561.595,4.685562,3449119.8,7.981716,73.167274,-1.9376423e-06,0.47024322,1.5673246e-06,21.672607,5.9616237,-2.4763572,2.834506,6.3221455,4.159017,0.011474292,-4.9537015,-6.4919677,-10.180432,0.84892344,5.840832,4.630886,2.8318586,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.03518221,0.98333454,0.00011845445,0.08979592,0.12139682,0.25562373,0.41952237,0.56159896,0.70711166,0.81342745,0.86729056,0.9574855,0.9812908,1.033446,1.0789026,1.1558886,1.2303531,1.2520345,1.3097535,1.426815,1.3782762,1.422505,1.4154816,1.4143858,1.3203121,1.2136229,1.0472568,0.8850929,0.7173714,0.5804509,2.4997769e-06,5.2562376e-07,64.60026,244.04541,380.42374,897.22577,0.0017116425,562.55597,4.62664,3568890.0,7.8829303,71.12418,-1.879169e-06,0.4698286,1.5583305e-06,21.546862,6.969029,-3.0194595,2.5848103,4.507749,2.2077057,-3.5906942,-7.8018594,-13.194098,-10.422548,0.8791087,0.7014733,1.7151242,2.4951718,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.03350387,0.97790647,0.00011724329,0.09274376,0.12856801,0.2727041,0.4146582,0.5480299,0.69142085,0.78036404,0.8487284,0.93780375,0.9788394,1.0357872,1.0839515,1.1528765,1.2432618,1.2435584,1.3025484,1.3869911,1.3921418,1.4200279,1.4144186,1.3998214,1.3131013,1.2070146,1.0484103,0.8876615,0.7142782,0.5785994,2.3545874e-06,4.0946762e-07,57.42245,215.33418,330.1791,839.8034,0.0015862966,534.99554,4.50821,3582342.8,7.919289,71.55596,-1.8094569e-06,0.443629,1.3954409e-06,20.680334,9.140344,-2.6099236,5.254467,5.429707,1.7051473,-3.5087192,-9.004304,-14.341998,-12.158952,2.0959852,2.7087648,3.950713,4.8046484,116_216_30_1_20250116_103021_tiger_ground.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.032886922,0.98168594,0.00011909757,0.07868481,0.12916948,0.27292895,0.40670004,0.5352359,0.6837817,0.79405046,0.8469688,0.959673,0.99734026,1.036738,1.1078446,1.1790117,1.2471987,1.232586,1.2893126,1.3875899,1.394988,1.4364405,1.426374,1.3977858,1.3318825,1.2166368,1.0437402,0.8791205,0.7150149,0.57572144,1.372433e-06,4.8306623e-07,28.711226,165.08954,323.00128,940.29266,0.001265175,566.5142,4.7204785,4021274.0,7.519892,65.27596,-1.643633e-06,0.45787442,1.1196671e-06,20.739027,9.187077,-3.506821,7.277067,11.403323,6.1519217,-0.8988448,-8.319123,-14.174914,-8.601645,2.2015562,-0.4884974,4.12458,2.5285017,116_216_30_1_20250116_103021_tiger_ground.wav
