end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.2405681,0.98834115,0.001552831,0.14535148,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.00078822736,0.00019578228,595.7579,969.0037,1629.3619,2045.6748,0.018251922,1219.7174,6.016207,1596578.1,7.562617,237.13826,-0.00040684603,0.97873497,0.00041846672,16.654793,-9.71994,-9.834499,-12.153374,-7.1223335,-3.4860923,1.2230219,-13.941295,-5.6431527,-1.7359844,-9.076891,-10.319403,-3.0075352,0.59317154,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.7774829,0.0,0.0,0.0,-100.0,0.29973266,0.98834115,0.0030668739,0.088208616,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0034069605,0.0003547053,466.55737,803.91425,1148.4489,1370.9609,0.0449276,894.4941,4.8819566,844333.5,10.003284,344.9957,-0.0018912349,0.78239083,0.00282532,23.19988,-7.135174,-16.63279,-20.56714,-9.769095,-11.365746,-9.688738,-12.57159,-3.1608222,-6.3468795,-17.290146,-10.565619,-1.832642,2.3776994,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.7774829,0.0,0.0,0.0,-100.0,0.26231253,0.98834115,0.0033095982,0.02834467,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0035036912,0.00028414436,330.1791,538.33545,567.0467,674.71375,0.08369929,524.5048,3.7545595,148195.27,13.974389,469.3059,-0.001892324,0.54014367,0.0028357592,28.42792,-1.0017728,-16.812902,-22.4337,-12.066823,-18.658815,-21.042088,-12.064461,2.5413868,-12.280835,-21.461617,-9.274457,-0.11648878,2.876324,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.22227801,0.98834115,0.002405173,0.035147395,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0027681186,0.00024649952,330.1791,459.3796,732.1362,1320.7163,0.06990927,725.9544,4.2643332,1158992.9,10.256734,257.93448,-0.001563259,0.6538181,0.0025166834,20.95931,-0.53095204,-9.7749,-13.790938,-9.560142,-13.770436,-15.6211195,-9.762897,-2.2688122,-14.696406,-14.866699,-6.6061745,-1.0970752,3.1853545,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.10775431,1.0113562,0.0007154755,0.05306123,0.13184159,0.26679218,0.4334152,0.5865237,0.71812296,0.81850237,0.9053647,0.955653,1.0239925,1.0630351,1.1370019,1.2325912,1.2416371,1.2564087,1.3158022,1.3874955,1.4304157,1.4874773,1.4633023,1.4449898,1.3702455,1.276228,1.0952582,0.896359,0.74721956,0.6095846,0.00013371618,1.4234128e-05,323.00128,358.8903,839.8033,2138.9863,0.045663055,923.90216,4.994488,2643008.8,7.9466004,149.90022,-4.594131e-05,0.7538404,6.802717e-05,14.588382,1.1970888,-0.0795207,-5.1793594,-8.75148,-8.370074,-12.713046,-10.125333,-1.7453374,-15.484807,-5.6944523,-4.709053,-0.62049705,5.8471656,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.17041212,1.0452534,0.0013475305,0.054875284,0.13455074,0.27727044,0.47860274,0.665201,0.8143576,0.92874336,1.027656,1.0289592,1.110599,1.1204995,1.1955585,1.3349987,1.3003927,1.2565628,1.2819115,1.3959893,1.4444176,1.5025687,1.4380397,1.440885,1.369143,1.2874987,1.0965719,0.88717383,0.74675417,0.61168027,0.0016501896,0.0001431228,330.17908,459.3796,947.4704,2167.6973,0.038829405,956.1296,4.9724994,2577668.2,5.9205184,158.29066,-0.0008703947,0.78892165,0.0012529468,17.397726,-4.9338717,-6.9189153,-13.419955,-13.56836,-7.3816924,-14.17931,-12.606834,-10.904965,-17.15743,-8.3488,-8.725862,0.5839036,6.5621696,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.80916905,0.0,0.0,0.0,-100.0,0.16153522,1.0411295,0.0015040442,0.04444444,0.13705684,0.2840573,0.47176448,0.6528434,0.7961287,0.9134454,0.9938741,0.98055315,1.0680434,1.0875345,1.1701193,1.3093027,1.3135196,1.2776439,1.2900025,1.3974762,1.4370917,1.5055046,1.4393454,1.4515883,1.3846136,1.3074819,1.1218389,0.89504737,0.7606833,0.62280667,0.0016746572,0.00013717286,330.1791,445.02396,710.60284,1507.3394,0.06427467,751.6216,4.39092,1759525.9,7.884829,200.8398,-0.0008742732,0.6586292,0.0012583021,20.05908,-4.5454917,-6.8824296,-14.985776,-19.394058,-14.735591,-20.666788,-13.253161,-8.365321,-12.510045,-10.431152,-8.443062,0.16434129,6.3025994,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.16606714,0.98028255,0.0015211542,0.039455783,0.13663425,0.27892247,0.42741677,0.57983917,0.70085114,0.8017016,0.86275625,0.8742283,0.9607356,0.9870625,1.0654335,1.1831008,1.21505,1.2371763,1.2517452,1.3429152,1.3725499,1.45635,1.4063941,1.4055185,1.3309208,1.2511468,1.1075851,0.89696676,0.7466963,0.6076487,0.0016777191,0.00013758552,330.1791,459.3796,610.1135,1155.6268,0.06449396,680.9349,4.2334604,1254413.2,8.107813,203.41121,-0.00087593356,0.62531656,0.0012614474,21.00973,-3.9398336,-8.3276005,-15.068298,-21.327879,-16.293066,-18.728231,-10.694179,-8.627416,-11.039201,-11.610558,-10.128573,-1.0564995,5.197518,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.13028301,1.0042433,0.0015713287,0.043310657,0.13477989,0.27591768,0.42862806,0.56766146,0.6828947,0.79823333,0.8763469,0.9528384,1.0324708,1.0534714,1.1202525,1.2020884,1.2342018,1.2627382,1.2973638,1.3717655,1.4129087,1.4866791,1.4631673,1.4420036,1.3748909,1.2638959,1.107936,0.90998316,0.7495261,0.60768265,0.00035249125,2.986342e-05,330.17908,452.20178,602.9357,1177.1603,0.04440103,698.1414,4.5969696,1278826.4,10.784504,288.2629,-0.00015604933,0.63930106,0.00015088245,20.042608,-2.4296987,-6.1681075,-13.262878,-17.927645,-16.194246,-16.82237,-6.5260177,-2.931914,-8.15898,-11.683818,-9.310087,-3.3160324,3.9529126,116_216_40_1_20250116_103547_music_ground.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.27034363,1.0444695,0.0037492926,0.04353741,0.13225438,0.27305618,0.44912553,0.6134143,0.72999716,0.8537894,0.9494701,1.0105534,1.0980818,1.1218795,1.1943821,1.2686429,1.2910256,1.2948779,1.3335406,1.435042,1.4802704,1.5503532,1.5139828,1.478888,1.3990688,1.2846459,1.1050532,0.92716676,0.7561372,0.6115044,0.004031631,0.0005856532,430.66837,552.6911,674.7138,1184.338,0.067665,729.8335,4.2641826,1079437.8,11.348201,366.18008,-0.0033291231,0.68298155,0.0050431755,22.19681,-7.426827,-13.807645,-23.1145,-19.102404,-12.654388,-17.69852,-8.764095,1.36479,-10.047597,-16.238035,-12.503072,-2.1258554,3.7801502,116_216_40_1_20250116_103547_music_ground.wav
