end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.105685204,0.98834115,0.00036487568,0.20226757,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,8.606842e-06,6.416696e-06,136.37831,3050.5674,4644.0405,7931.475,0.0025130205,3029.8757,6.566227,11425096.0,1.2325873,5.115394,-1.9273824e-05,2.1357684,2.2913466e-05,-0.7948478,21.99331,9.538842,12.412318,15.3301115,-0.8328913,1.4444519,-7.9955316,-2.1904464,-2.3706741,1.1920403,2.8957684,-1.3379192,3.7435038,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.08828789,0.98834115,0.00029652668,0.14829932,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,7.6202973e-06,4.5958136e-06,136.37831,1636.5397,2576.8323,5447.9546,0.0036361571,2008.7373,6.050817,7892968.5,2.7100494,16.34414,-1.3380748e-05,1.4449071,1.5243011e-05,5.157409,18.161238,6.4461207,10.182053,11.348801,-2.6613917,-0.5100079,-3.7893877,-2.4175673,-1.7375523,-1.049604,0.31812355,-2.48586,2.527903,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.07128016,0.98834115,0.00021781337,0.10907029,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,7.1989743e-06,3.0757049e-06,157.91174,258.40103,904.4036,5096.242,0.004646542,1418.0914,5.875111,7809834.5,3.21196,17.559122,-7.2582097e-06,1.0702653,7.064534e-06,11.339996,13.167209,0.41157088,8.340685,6.493463,-2.6211245,-4.5100293,0.8501207,-1.6796503,-6.1937556,-6.812813,-1.63631,-2.2682562,0.06263554,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.07082974,0.98834115,0.00021387858,0.13333333,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,5.1640363e-06,3.898114e-06,437.8462,2461.9875,3323.3242,6625.115,0.0035687555,2710.683,6.469301,12221523.0,2.6473968,15.479954,-5.2122855e-06,1.991279,6.313588e-06,9.946469,7.156799,-4.594845,8.757984,-1.5723797,-1.8303791,-8.940085,2.183896,-5.204379,-2.1565495,-8.438506,1.0830485,-1.177162,2.7501955,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.072076015,0.9638858,0.00023590603,0.20226757,0.13515182,0.2781033,0.42680892,0.54840606,0.6554318,0.7667318,0.85256547,0.9182925,0.9568849,1.040803,1.0721822,1.1225487,1.2234479,1.2417442,1.2811651,1.3381996,1.3376589,1.3684467,1.3972096,1.380098,1.3286489,1.2202777,1.047444,0.8715988,0.69528085,0.55589813,4.7533395e-06,4.1760363e-06,574.2245,4902.4414,7034.25,10336.04,0.0037655144,4600.6104,7.222156,21445694.0,1.0711577,4.0001273,-4.2325414e-06,3.3243172,6.273263e-06,7.004955,4.973249,-5.4794426,8.066899,-3.723643,1.5922551,-13.053245,0.57136315,-5.04462,-3.465293,-10.747775,0.27647924,-3.0663316,3.2310324,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.06979143,0.9368151,0.00022978871,0.20702948,0.14157201,0.28370076,0.43763956,0.54462487,0.6404918,0.7670827,0.8573633,0.9393886,0.9546382,1.0465374,1.0130349,1.0973288,1.2472581,1.1996355,1.2166044,1.2798649,1.2523278,1.2972757,1.3163211,1.3113497,1.274901,1.1917444,1.0142595,0.8545139,0.6615035,0.51622945,3.4101467e-06,3.6967958e-06,538.33545,4888.086,7543.8745,10257.085,0.0039318916,4672.2466,7.3352146,21324990.0,1.0347626,4.2595654,-3.4239974e-06,3.3490875,5.3615604e-06,3.923073,5.77453,-2.2089062,6.513327,-4.2384014,5.722384,-11.491942,-2.3889077,-4.885561,-3.025836,-8.588943,2.2566054,-2.927171,3.7660806,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.09230252,0.9552148,0.001193795,0.1659864,0.15129228,0.3127059,0.46670517,0.59182256,0.70547634,0.8019974,0.8962367,0.96307373,0.9690936,1.0676538,1.0277076,1.1007466,1.2663836,1.229852,1.2397151,1.3042942,1.2760385,1.3095847,1.3291675,1.308843,1.270521,1.2078632,1.0100687,0.8500133,0.6600125,0.51871663,0.0004015667,3.7585523e-06,251.2232,2662.966,4959.864,6955.2935,0.031287093,2980.1687,5.962049,14845745.0,13.442786,622.6967,-0.0007133766,2.1572356,0.00019633473,12.272186,18.391623,11.415366,6.468908,0.8797276,6.041532,-4.575678,-7.5384827,-1.2706134,-8.8628435,-7.289025,5.4681764,-7.2541485,-0.17389162,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.6498066,0.0,0.0,0.0,-100.0,0.09339311,0.962291,0.0011761546,0.12312925,0.13552643,0.2836047,0.42729867,0.5583192,0.6781478,0.7736385,0.87640387,0.9566002,0.99069184,1.0705594,1.0773824,1.159774,1.2805337,1.2486268,1.2798654,1.330993,1.3075927,1.3395399,1.3606807,1.3244762,1.2900432,1.1893955,0.9925809,0.8513913,0.6861301,0.5497716,0.00040126775,4.1141097e-06,86.133675,200.97858,1550.4062,5053.1753,0.058465928,1434.2885,5.4595428,8610589.0,14.164794,625.03375,-0.00071442616,1.0496851,0.00019548483,12.865834,18.669348,14.379426,5.6477637,2.5750506,11.870476,-1.4394878,-8.4646845,-0.8665243,-8.574218,-4.146193,9.777794,-4.592029,-0.94633794,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.097694404,0.96461654,0.0011849197,0.12789117,0.1192861,0.25643012,0.38433477,0.5279278,0.6538091,0.7455046,0.84487134,0.91830164,0.97795033,1.0482107,1.1088498,1.1950287,1.2703052,1.2655554,1.3235754,1.3574638,1.3410076,1.3652229,1.3782357,1.3597031,1.3134502,1.1884398,1.0035132,0.8522689,0.7020588,0.57872576,0.000401214,5.1239185e-06,114.8449,502.44644,1859.0518,5792.4897,0.058365528,1728.7797,5.725743,10356627.0,14.06145,624.36066,-0.00071455893,1.2458923,0.00019588851,12.590561,15.332191,16.246347,5.7953944,2.188104,10.719573,-3.7433033,-9.028479,-0.16566138,-2.6030781,-2.2848513,13.1813965,-5.6049457,-0.020130634,116_216_49_1_20250116_103913_blanket_board.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.0908069,0.97724867,0.00028103092,0.207483,0.121907175,0.26187065,0.41647133,0.53309995,0.63965726,0.7658229,0.8427293,0.9205651,0.9788067,1.0323913,1.0793052,1.1868213,1.2565392,1.2608424,1.3127898,1.3487774,1.3677639,1.4041586,1.407957,1.3909911,1.3554591,1.2437955,1.0798322,0.89747936,0.72480917,0.5778236,3.2391592e-06,1.38023015e-05,1083.8488,2153.3418,6015.0015,11391.179,0.03257092,4160.2505,7.361061,20948680.0,1.6093798,5.3822417,-6.646718e-06,2.8505907,1.4190065e-05,0.9902118,4.6856675,8.226162,1.4741368,2.189094,9.031262,-2.436086,-10.067958,2.2573693,-2.4099612,-5.074427,14.118377,-2.430666,-0.91774374,116_216_49_1_20250116_103913_blanket_board.wav
