end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.115089536,0.98834115,0.00043889464,0.15079366,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.3219887e-05,1.2256033e-05,150.73393,258.40103,3179.7683,6596.404,0.002119506,2001.1305,6.3206544,9589943.0,1.9340461,6.8918147,-2.313073e-05,1.4414797,3.2511707e-05,5.3286004,16.155823,4.756864,1.256924,10.611267,7.489201,-0.8877986,-9.5908785,3.6713371,-7.3095098,2.1184025,-5.7436733,-4.588268,-9.106734,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.095478624,0.98834115,0.0003500719,0.12653062,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,9.940158e-06,8.384073e-06,143.55612,215.33418,2103.0974,5060.353,0.0038779855,1552.9086,5.81611,7297671.5,2.901776,15.7546,-1.5825784e-05,1.1225026,2.1296886e-05,6.259046,13.856326,8.989568,4.6078,10.33458,6.8008156,-1.8308862,-8.357345,0.91230774,-4.6488533,5.6351933,-6.4579024,-2.707043,-2.3155048,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.07534351,0.98834115,0.00025183544,0.10249434,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,6.9172365e-06,4.446026e-06,150.73393,222.51201,1162.8046,3710.9258,0.0049960185,1174.1157,5.646281,5388022.0,3.8935108,24.018476,-7.834063e-06,0.8652223,9.601751e-06,8.891139,11.1055,10.365,2.3054125,5.091063,8.234258,-2.6699116,-6.88889,-0.2665658,-5.8623443,5.5491943,-4.275842,-2.3197253,0.17313807,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.06455877,0.98834115,0.00026843953,0.07165533,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,3.3074493e-06,2.7164958e-06,122.022705,179.44514,387.60153,1966.7188,0.0049819797,685.5683,4.851998,3071563.8,6.837403,74.92438,-1.0960717e-05,0.53252345,1.2211301e-05,13.627913,9.975808,11.3406,2.978667,9.341549,18.084597,5.025381,-5.465092,-4.013748,-9.957182,2.9696195,1.0983043,0.09885875,1.445086,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.07201617,0.97983867,0.00033944007,0.09024943,0.13050528,0.2655858,0.39836764,0.5382328,0.6792572,0.7577331,0.84000355,0.8886895,0.92478865,1.00589,1.1059184,1.1397752,1.1948061,1.2565045,1.3144151,1.3628912,1.3723556,1.425166,1.4604459,1.4714041,1.380991,1.2309322,1.0547018,0.9025696,0.7559617,0.617913,3.8095434e-06,3.2311211e-06,122.022705,186.62297,1586.2953,4608.152,0.0058790944,1375.1891,4.9522414,10730755.0,5.917593,65.99441,-2.0064908e-05,1.0017964,1.8826015e-05,13.833931,13.616618,7.5546494,5.689438,6.817368,23.436907,2.9060872,4.6375084,-7.028792,-4.3706384,-2.6689541,7.1074967,-0.11936971,-4.9699636,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.08913217,0.97069055,0.0005954876,0.09092971,0.1277792,0.2570355,0.3830457,0.5396624,0.68454915,0.77287036,0.859556,0.8855247,0.89023274,0.98334074,1.0944188,1.1110988,1.1643034,1.231199,1.2853166,1.3452538,1.3505238,1.4190484,1.5045776,1.474425,1.3602327,1.208573,1.0499277,0.91298026,0.74786574,0.59461164,6.6268235e-06,5.4694124e-06,93.311485,129.20052,1392.4945,3710.926,0.011932947,1172.3188,4.0880003,9910730.0,6.537599,72.69519,-0.00010104474,0.848635,6.624137e-05,12.723342,18.800488,9.200473,13.979951,12.154655,25.646738,2.3012574,12.560825,-7.268118,1.001227,0.030205091,6.55139,1.7582296,-4.4321194,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.10019713,0.94890505,0.0006335446,0.10204082,0.12035821,0.24789234,0.38128567,0.534182,0.6657234,0.75266546,0.8436397,0.8977855,0.89021325,0.9756606,1.0731448,1.1012392,1.1319392,1.204283,1.268137,1.3476909,1.340007,1.4140882,1.4802719,1.4088048,1.305139,1.1632344,1.0206186,0.8703144,0.69617134,0.53704196,1.2750165e-05,7.3734277e-06,107.66709,136.37831,1414.0278,3933.4382,0.018106783,1277.6182,4.3854785,10444353.0,4.585352,31.226713,-0.00010368772,0.920105,6.663334e-05,10.515653,19.130316,9.899227,12.208501,8.933048,19.462732,-3.4059217,14.692304,-2.3323522,4.9566092,-1.1467317,0.033277195,1.2978327,-5.8844123,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.10463955,0.93752116,0.00070289447,0.063718826,0.11903161,0.24947171,0.3874791,0.5353919,0.65135527,0.7563227,0.8497582,0.91208124,0.9383425,0.98825246,1.0298356,1.0752984,1.1151048,1.2014283,1.2566205,1.3286053,1.3330191,1.4296688,1.4443527,1.3442167,1.25347,1.141071,0.9999265,0.8430713,0.6732841,0.51909155,1.803458e-05,8.3889145e-06,93.311485,122.022705,179.44514,617.2913,0.018814655,440.97458,4.0066333,1972823.1,6.489458,55.538105,-0.00011706719,0.35123467,7.551919e-05,11.919108,18.055353,15.037216,8.204925,7.5657043,17.359322,2.5090644,8.8372755,2.5243385,-5.369306,4.241037,-4.65251,-1.6658792,-3.6383116,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.08630663,0.92764014,0.0004742733,0.04195011,0.12497785,0.25187632,0.37949762,0.52185637,0.6442141,0.7174925,0.81495553,0.89020395,0.95566005,1.0124737,1.041358,1.0901995,1.1400084,1.1950315,1.2508458,1.3002704,1.324056,1.3756089,1.3574201,1.3160051,1.2522475,1.1396741,0.98107666,0.8203418,0.6745269,0.546766,1.4652139e-05,6.2713043e-06,93.311485,122.022705,179.44518,710.6028,0.015232243,432.0148,4.1113796,1787329.6,7.300991,72.80452,-3.8841292e-05,0.34515584,2.9944254e-05,13.508495,11.546338,13.913758,7.186882,7.3471427,15.023807,5.613009,0.46765423,4.599285,-3.309871,4.3076587,-0.07941755,0.5157933,-3.7024374,116_216_50_1_20250116_103951_spinach_board.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.073623724,0.95050406,0.0005289573,0.027664399,0.1313058,0.27190462,0.393149,0.53010345,0.66385,0.747427,0.84665805,0.8859618,0.9400762,1.0183209,1.0690953,1.1286368,1.1917267,1.2173678,1.2494222,1.2879963,1.3447279,1.3805647,1.3869785,1.3734809,1.3062319,1.1752673,1.0025206,0.8483577,0.7215357,0.6004395,8.7859535e-06,3.8152175e-06,78.95587,100.48929,143.55614,287.11224,0.012172657,266.9718,3.4145825,994603.75,15.436318,425.12952,-6.4969594e-05,0.22668417,4.169634e-05,17.834517,13.199387,14.15133,13.155952,10.1452265,18.865023,8.730746,4.9789968,11.5075655,-3.594426,5.582283,5.46785,-2.7734077,-6.623878,116_216_50_1_20250116_103951_spinach_board.wav
