end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.077100664,0.98834115,0.0002568376,0.12267574,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,7.898177e-06,3.4558159e-06,165.08954,301.46786,1414.0278,2813.7002,0.0013562114,1068.8375,5.66404,4266842.5,4.7891603,38.618813,-9.306023e-06,0.8269133,1.1658122e-05,12.880576,14.001414,1.2212716,-4.332646,3.9168425,3.8333418,11.057446,-6.366118,-0.29868189,-8.815087,-0.0961887,4.7802844,-4.593477,-5.566355,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.07688686,0.98834115,0.00023110257,0.12040817,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,5.9466597e-06,3.712538e-06,150.73393,287.11227,1665.251,4048.2825,0.0024902998,1298.5205,5.921986,5511081.5,3.7087796,25.366838,-7.72862e-06,0.9624594,8.712755e-06,9.183682,12.343308,4.789892,1.235022,5.1042914,3.2731588,6.2285924,-2.7756636,-0.18710184,-7.9272943,-2.8760815,0.732533,-4.3085017,-1.8140068,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.07331926,0.98834115,0.00020381976,0.11564625,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.179771e-06,3.3309643e-06,136.37831,265.57883,1679.6066,5031.642,0.003314844,1447.2047,6.1236243,6686816.0,2.9023464,14.16841,-5.834876e-06,1.0494014,5.8334954e-06,6.6238236,11.622691,7.3397555,5.406571,4.6903415,2.775069,2.5018013,-4.206234,-1.9531797,-5.2822604,-5.309837,-0.75445396,-3.215064,2.1360478,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.06748181,0.98834115,0.00019143386,0.10975057,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.14726e-06,2.3725713e-06,122.022705,258.40103,990.5373,4658.396,0.002871381,1309.0526,5.9615474,6382921.5,3.1873186,16.061857,-4.848489e-06,0.951654,5.024875e-06,7.214788,12.859839,7.9872155,1.3918949,3.181635,1.0742217,2.4873383,-0.66366786,-3.346385,-6.9916325,-2.5552588,0.14029646,0.029565176,5.0526967,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.06501475,0.99450845,0.00018220591,0.10975057,0.12502305,0.27719286,0.41766623,0.560811,0.6510249,0.75982934,0.86638975,0.90928274,0.99768114,1.07083,1.0985545,1.1969558,1.2376597,1.3174964,1.3719848,1.4056786,1.4174995,1.4192101,1.4716381,1.4424418,1.3529514,1.244011,1.0590528,0.88309765,0.7209956,0.582257,3.6964996e-06,2.024355e-06,122.022705,244.04541,1191.5157,4730.1743,0.0025300372,1383.3638,6.0949616,7024199.5,3.178233,15.700249,-4.243831e-06,0.9960911,4.574198e-06,7.148356,12.738584,9.378015,-1.3121943,1.3539066,2.6374238,3.3087757,-1.1650318,-1.6139364,-5.990998,-3.3305264,2.5161116,-0.9540469,2.068105,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.061295237,0.98445624,0.00016510604,0.11201814,0.12042868,0.27699813,0.41624045,0.57436943,0.6458089,0.742945,0.8590141,0.91715336,1.0082885,1.0843233,1.1142874,1.1873766,1.2166357,1.3339897,1.383835,1.3975543,1.3962976,1.3612944,1.4266804,1.4102834,1.3130597,1.2362444,1.0363908,0.86302215,0.7040655,0.5692735,2.7613253e-06,1.8837945e-06,114.84491,244.04541,1571.9396,5146.487,0.0023710374,1551.3285,6.2676525,8157522.5,2.9339898,13.411462,-3.393361e-06,1.1020794,3.4990692e-06,6.1992493,12.126565,10.328374,-1.8276919,0.30711064,5.866613,1.2231572,2.5010614,0.357999,-8.03686,-4.296673,3.7024145,-2.8467395,0.055677634,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.057482418,0.97953767,0.00014802544,0.1138322,0.12118287,0.27808967,0.41629565,0.5869151,0.6640977,0.73970884,0.86330956,0.92000705,1.0183122,1.080197,1.1191286,1.1793888,1.2217636,1.3105617,1.3732271,1.3888429,1.3637686,1.3096704,1.4202818,1.4062716,1.3025006,1.2253712,1.0345016,0.8641941,0.69686633,0.56352454,2.6317668e-06,1.6349636e-06,122.022705,258.40103,1485.8058,4385.639,0.0021522937,1434.6661,6.2251487,7705092.0,3.2934215,16.17138,-2.848774e-06,1.0355535,2.5973447e-06,8.214696,10.362176,8.131145,-1.025193,1.1472265,5.1371765,0.21109526,-1.0370165,-3.1333697,-8.635711,-4.333795,2.6340687,-3.9848404,-1.3409494,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.050301164,0.9760759,0.00013774897,0.110884346,0.124374785,0.27147743,0.42133352,0.58571345,0.680841,0.7457916,0.8423055,0.9254827,1.0009346,1.05089,1.115133,1.1445843,1.2087823,1.2837528,1.3523954,1.3953356,1.3755568,1.3284979,1.4069592,1.4043866,1.3094012,1.2281922,1.041289,0.8680086,0.70129514,0.56525975,3.0966564e-06,9.839096e-07,100.48929,258.40103,925.937,3445.347,0.00196848,1205.2965,5.7948437,6998654.0,3.9058895,21.309984,-2.4249482e-06,0.8938799,2.1612325e-06,10.13977,10.852455,7.4881644,0.5697139,-0.6262943,2.9585392,-2.4781144,-5.6562753,-7.6492534,-8.347834,-2.847705,4.022241,0.66949445,2.2824442,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.047102317,0.98385143,0.00014034097,0.09274376,0.12853228,0.27397165,0.4185785,0.57286066,0.67392683,0.75989836,0.8692071,0.9085242,0.97844046,1.0418097,1.0907971,1.159509,1.2247065,1.2851216,1.3326861,1.39633,1.390894,1.387155,1.4448007,1.4323912,1.345719,1.2336063,1.0586948,0.8798554,0.71611434,0.5760054,3.980262e-06,7.099666e-07,86.133675,244.04541,409.13492,1916.4741,0.0018022856,860.451,5.3030553,5166281.0,5.078967,34.271236,-2.8322713e-06,0.66899997,2.370702e-06,13.253685,12.209201,7.8608346,2.0751128,0.055805128,-2.213074,-4.1730366,-5.7960496,-5.4673996,-5.123873,-2.1960812,2.100855,4.376786,2.5778935,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.044621453,0.99175984,0.00014673716,0.088208616,0.12733865,0.2815423,0.41342577,0.5583667,0.6769509,0.7604336,0.87468404,0.92367333,0.9897868,1.0671674,1.0936084,1.1740402,1.2120757,1.3014507,1.3527255,1.4012169,1.4086319,1.4316683,1.4648194,1.4325258,1.3551134,1.2406937,1.065352,0.8738176,0.72543883,0.57920927,5.170737e-06,5.498566e-07,93.311485,222.51198,380.42374,1069.4932,0.0020385822,666.90326,4.874332,3783701.2,6.6900897,58.39549,-3.3671852e-06,0.5405834,3.2048936e-06,15.771751,12.948856,9.932034,2.5843217,-1.5515333,-3.155197,-3.935629,-5.8428726,-4.3636327,-1.0611452,0.07379214,3.5517528,6.503797,4.894295,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.366666667,0 days 00:00:00.333333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.042820007,0.98586446,0.00015248463,0.06349207,0.124557406,0.27238885,0.41339454,0.5510165,0.6699752,0.7515721,0.8591239,0.9381161,1.009164,1.0654327,1.1049935,1.1635699,1.1907204,1.2885877,1.3498994,1.3745813,1.3887553,1.4264847,1.4593688,1.4107186,1.3389231,1.2295028,1.0659612,0.8754199,0.7252013,0.5850482,5.1469337e-06,4.698409e-07,86.133675,229.6898,387.60156,638.82477,0.0021672093,561.87573,4.7049956,3073422.0,7.557537,69.82401,-3.4122293e-06,0.47427297,3.2812095e-06,18.634209,12.879317,6.864464,1.0157434,-0.92054003,-3.2304127,-2.228182,-5.502283,-2.7926981,0.8481808,2.717809,3.4041283,4.9153743,8.978591,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.400000,0 days 00:00:00.366666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.04077598,0.98420835,0.00015488731,0.059410427,0.125117,0.2663894,0.4190388,0.5542322,0.66394985,0.76098627,0.8455594,0.9311299,1.0194323,1.0570608,1.1093811,1.1610926,1.2044438,1.2721424,1.3199941,1.3674928,1.3963442,1.4084549,1.4595033,1.4151744,1.3408036,1.2280383,1.058986,0.8899242,0.72609496,0.5886503,4.922589e-06,4.0764576e-07,71.77806,193.80077,401.95715,653.18036,0.0020821358,515.96155,4.5349064,2814293.2,8.241939,80.6356,-3.3296712e-06,0.44335055,3.0908216e-06,20.535797,12.701236,2.7460423,-2.2973917,-1.1227169,1.0870506,-2.277592,-7.4735665,-3.3020995,1.5400149,6.0386653,6.9313507,7.1561947,13.033,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.433333333,0 days 00:00:00.400000,0.0,0.0,0.0,0.0,0.0,-100.0,0.0383376,0.98443913,0.00014539399,0.05759637,0.12612462,0.267699,0.4185458,0.55988085,0.65331286,0.7586492,0.826773,0.909427,0.98444396,1.0426408,1.0897542,1.1599694,1.2307509,1.3006713,1.3370408,1.3705722,1.4121224,1.4109865,1.4344988,1.4372673,1.3593273,1.2367183,1.0511504,0.8945438,0.7323765,0.5901695,3.928775e-06,3.8872872e-07,57.422455,251.22322,394.77933,782.38086,0.0015343716,549.74994,4.583708,3203393.0,7.8273606,71.82951,-2.561241e-06,0.46701583,2.3204184e-06,20.872787,11.484929,-1.8510958,-1.1563085,0.5118024,-1.2701432,-1.8386097,-5.4780693,-7.027063,0.33657035,8.328792,9.37189,9.2557745,12.554408,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.466666667,0 days 00:00:00.433333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.03824943,0.9927662,0.00013902702,0.06893424,0.126609,0.28248152,0.4238515,0.5605531,0.6606157,0.77007335,0.8518924,0.897975,0.965275,1.0432683,1.0867695,1.1681939,1.2467442,1.2956625,1.3406,1.3867563,1.4333862,1.4387914,1.4577588,1.4632698,1.3684607,1.2424607,1.0717129,0.8997085,0.7328388,0.5962107,3.5701535e-06,3.7101358e-07,86.133675,251.22322,387.60153,796.7365,0.001405042,580.72614,4.686747,3415042.8,7.4998336,66.998146,-2.419613e-06,0.4894012,2.226188e-06,20.231218,12.085319,-2.2590024,-1.0313196,0.5620224,-1.2537986,-4.9841523,-2.936205,-7.3323236,-1.9868078,6.012882,8.703495,7.974814,6.5075,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.500000,0 days 00:00:00.466666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.038567383,0.9930648,0.0001332538,0.07505669,0.12967914,0.28365394,0.42623773,0.5574653,0.6682442,0.76820964,0.85159427,0.9078336,0.97061896,1.046032,1.0987209,1.1521703,1.217782,1.2726768,1.358018,1.4136702,1.4276465,1.4591814,1.4675704,1.4456447,1.363122,1.2329574,1.0827383,0.89486927,0.7326424,0.590702,3.0950698e-06,3.8317387e-07,100.48929,265.57883,366.0681,796.7365,0.0015345211,618.65216,4.852636,3725583.2,6.867342,56.685764,-2.2567085e-06,0.51347554,2.147506e-06,18.996187,12.504257,0.098089375,2.7339363,1.2107526,-2.5604699,-2.1932428,-2.0996528,-10.199157,-2.807047,6.7830753,4.0666747,3.7021387,1.2179095,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.533333332,0 days 00:00:00.500000,0.0,0.0,0.0,0.0,0.0,-100.0,0.038282577,0.9827096,0.00013771646,0.0707483,0.13042475,0.26800394,0.42746627,0.5577044,0.67079735,0.750073,0.85350865,0.91685265,0.98040706,1.0388972,1.103744,1.1446613,1.1923407,1.2536564,1.3278042,1.3902594,1.406077,1.4356579,1.4559466,1.413987,1.340827,1.2273892,1.0698309,0.8888816,0.7199742,0.5852752,2.933052e-06,3.348699e-07,107.66709,229.6898,351.7125,674.7138,0.0016430131,616.0755,4.878324,3821356.0,6.614277,52.63062,-2.311769e-06,0.506669,2.2821034e-06,18.050177,14.693252,3.2588146,2.4643054,1.0990664,0.052515745,-2.4361417,-5.236294,-10.860344,-5.7440686,2.7963068,-0.28683373,0.018630425,0.24052612,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.566666667,0 days 00:00:00.533333332,0.0,0.0,0.0,0.0,0.0,-100.0,0.03797723,0.9798257,0.00014041462,0.073922895,0.12943424,0.26612422,0.41590562,0.56625336,0.6867282,0.759785,0.8411072,0.929784,0.986094,1.0338211,1.1117125,1.1602856,1.1976398,1.2601875,1.3018373,1.3599701,1.4029573,1.4101273,1.4462785,1.4072224,1.3349962,1.2270277,1.0491664,0.8834116,0.72316194,0.58444667,3.9601514e-06,3.035946e-07,107.66709,229.6898,344.5347,523.97986,0.0017514126,560.0772,4.7084427,3374528.0,7.072618,60.072052,-2.6913306e-06,0.46746764,2.385199e-06,18.124657,16.258911,4.725689,4.1172743,1.1403713,-2.2810822,-2.8028069,-8.6601,-13.032294,-4.733354,3.810725,-1.9081138,1.9100994,2.332507,116_216_43_1_20250116_103720_bitter_ground.wav
0 days 00:00:00.600000,0 days 00:00:00.566666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.037950773,0.98422813,0.00014726185,0.0786848,0.12967807,0.27154696,0.4084408,0.5575847,0.68822473,0.7656477,0.8502907,0.93827134,0.9945567,1.0381764,1.1018921,1.1669612,1.2204677,1.278177,1.3236674,1.3511533,1.3918681,1.4178644,1.4483274,1.4188644,1.3437649,1.2347287,1.0541387,0.8815224,0.7282817,0.5858356,4.321192e-06,2.507431e-07,107.66709,222.51201,337.3569,445.02396,0.0019486523,521.79364,4.595314,3078278.8,7.4192834,65.38339,-3.0795827e-06,0.44132408,3.0134042e-06,18.79313,18.225775,5.154778,1.7069445,1.5985812,-2.4746807,-2.2152607,-7.0796123,-12.40231,-7.062397,2.3843863,0.3699005,3.951767,7.5170045,116_216_43_1_20250116_103720_bitter_ground.wav
