end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.09082166,0.98834115,0.00033617616,0.13401361,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.5257482e-05,7.2597727e-06,143.55614,215.33418,1528.8727,2942.9004,0.002032664,1036.3096,5.220413,4020848.0,5.919106,64.16096,-1.8468963e-05,0.79925156,1.6872438e-05,13.212455,12.051692,2.2432032,5.3549514,11.42717,8.787483,-0.8434226,-9.45785,-6.5838237,-12.169333,2.9961045,1.6998572,3.635891,-0.8998518,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.084121674,0.98834115,0.00030416288,0.116099775,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.0609129e-05,5.5051955e-06,150.73393,200.97858,1478.6279,3222.835,0.00438338,1118.3138,5.142254,4769199.5,4.649303,41.722424,-1.5491794e-05,0.84118015,1.4424906e-05,9.44551,15.026319,6.1366463,9.342486,11.803104,8.650173,-2.0040178,-11.87869,-6.1838603,-15.411069,3.0801833,2.9099877,2.0479355,-1.6221515,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.07329362,0.98834115,0.00025428456,0.09092971,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,6.282562e-06,3.3931403e-06,157.91174,200.97858,1464.2725,3186.946,0.005311666,1157.0635,5.146766,5345128.0,4.1042504,28.746199,-1.1171513e-05,0.8593481,1.0828007e-05,7.670255,17.08869,9.657737,10.228764,7.210697,5.480126,-3.2468097,-13.461422,-3.9040458,-16.241236,3.0885649,5.6577096,0.78423566,-1.2055498,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.052172538,0.98834115,0.00018153485,0.07868481,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.010972e-06,1.1636264e-06,129.20052,208.15637,330.17908,1284.8273,0.003958348,680.98724,4.946116,3354238.2,5.948482,48.04689,-4.763195e-06,0.5410589,4.097629e-06,13.050655,13.526006,7.4695454,6.9089274,4.9035316,2.9738216,-4.788785,-15.372097,-2.841446,-13.939391,0.19812496,1.2764148,-2.7306051,-3.9078455,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.044255767,0.98361874,0.00015248905,0.084353745,0.12795381,0.27457055,0.43744004,0.55954546,0.66293794,0.7555428,0.83394885,0.9043742,0.96755314,1.0373999,1.0814055,1.1581887,1.2343847,1.2578439,1.3231173,1.3742622,1.4203881,1.4402119,1.4607171,1.4305753,1.3366007,1.2301337,1.053662,0.8990145,0.72092324,0.59139174,4.531843e-06,7.1102204e-07,136.37831,244.04541,358.8903,897.22577,0.002222189,588.91754,4.8414283,2928826.0,7.657261,73.60902,-3.0729188e-06,0.49143043,2.791406e-06,17.43139,11.253249,4.290237,2.0069835,0.8131261,1.8804706,-3.8516734,-14.308128,-6.557957,-12.114414,0.043499947,-0.5802994,-1.5669284,-1.2636482,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.039777424,0.9820116,0.00013314797,0.09024944,0.12789805,0.27508473,0.44621173,0.55387676,0.6861178,0.7485476,0.83021706,0.8873524,0.9427879,1.0008898,1.06626,1.1579404,1.2417592,1.2540809,1.3401748,1.3623167,1.4478334,1.4664909,1.453652,1.4217072,1.324698,1.246331,1.0442343,0.901346,0.7169172,0.5875757,3.575866e-06,5.5254094e-07,107.66709,244.04541,366.0681,861.33673,0.0020477187,559.73956,4.8032765,3061056.0,8.047566,77.92613,-2.4101694e-06,0.47032976,2.1667938e-06,19.180655,10.02209,1.9704523,0.75332165,1.8702374,3.9908476,-0.5507501,-12.249806,-9.961313,-9.786296,0.16411059,-2.9603832,0.47580552,1.1033963,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.038055096,0.9742128,0.0001235514,0.084353745,0.12407867,0.2711466,0.44264445,0.54940075,0.6886218,0.73790103,0.82487226,0.8672004,0.93489236,1.0026165,1.0722333,1.1427407,1.234359,1.2551842,1.314511,1.3336066,1.4432465,1.4746389,1.4398264,1.401958,1.3146452,1.2452177,1.0310726,0.8975089,0.70890015,0.57650805,3.7734333e-06,5.7869653e-07,157.91174,287.11224,445.02402,875.6924,0.0019646024,621.59,4.8060384,3478354.8,7.7916226,72.91797,-2.1357891e-06,0.52573395,2.0150117e-06,19.465912,9.273225,0.19741996,-2.8300295,0.91099495,2.8845417,-1.7044096,-14.400815,-15.557807,-11.931167,1.3549585,0.92170364,3.077445,2.2245533,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.035664,0.970417,0.000114515446,0.07324263,0.12490628,0.26641276,0.43030986,0.5492056,0.68142533,0.7584509,0.84231776,0.86607057,0.9221571,0.9888862,1.0904937,1.150775,1.2192414,1.2568235,1.3085761,1.322146,1.4317218,1.4777397,1.4292351,1.3775262,1.3076496,1.2271991,1.0334529,0.8845877,0.7109415,0.57259154,2.1426358e-06,4.8537356e-07,100.48929,222.51201,459.3796,969.00385,0.0018977965,687.64276,4.810496,4572116.0,6.67322,52.700806,-1.5467604e-06,0.55575013,1.2680113e-06,17.87908,8.800593,-1.2825139,-3.1351748,1.151172,1.7080346,-2.6528623,-12.823909,-8.415479,-9.006341,1.6948024,2.8189592,1.5466837,4.208771,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.034678757,0.96987015,0.00011193778,0.074829936,0.12724863,0.27435106,0.43432894,0.5519862,0.6629641,0.7731845,0.8473677,0.87315035,0.93585914,1.0117978,1.1034647,1.1583354,1.2169367,1.2529998,1.3087469,1.3327045,1.4074159,1.4404238,1.4183067,1.3868324,1.3208771,1.201907,1.0275568,0.86808944,0.70826846,0.5715213,2.055089e-06,4.938569e-07,100.48929,229.6898,459.3796,1026.4263,0.0016136406,705.4139,4.809241,4798249.5,6.5253563,49.876434,-1.3897115e-06,0.5686442,1.1353521e-06,18.05031,8.7511015,-2.25339,-3.4497786,3.767422,-0.74336714,-8.093177,-12.339581,-7.2079597,-6.636399,1.795076,2.4032316,-2.9485095,0.890817,116_216_26_1_20250116_102855_sugar_ground.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.035806097,0.9786334,0.00011209612,0.088662125,0.12858845,0.2793199,0.43411708,0.5617335,0.6687107,0.76947576,0.84956664,0.90451294,0.9775633,1.0232104,1.0833017,1.1810994,1.2465905,1.2557797,1.3284087,1.3738598,1.4186268,1.4144291,1.4348923,1.4076325,1.3241018,1.2019612,1.0261134,0.8708248,0.7066744,0.57337564,1.7051754e-06,5.460742e-07,50.244644,193.80077,480.913,1134.0934,0.001484919,676.63666,4.890074,4486550.0,6.700891,53.199894,-1.4685553e-06,0.5415533,1.2026694e-06,18.70064,7.0222225,-2.1502025,0.62507665,7.2446313,-2.3532004,-9.199803,-6.0538344,-0.60764366,-4.182495,-2.0861385,-0.8105276,-0.51401997,1.8063275,116_216_26_1_20250116_102855_sugar_ground.wav
