end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.0659297,0.98834115,0.00021464475,0.13582766,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,8.32535e-06,2.5784768e-06,136.37831,208.15637,366.0681,1622.1842,0.00094762194,682.65533,5.0651326,2685669.0,5.9008007,52.620983,-7.795166e-06,0.54939526,6.9827242e-06,13.440444,11.061543,8.3402815,10.044749,4.2311263,1.4234753,0.5651594,-16.28906,-5.7041,-2.5910006,15.184775,1.709487,-2.16104,1.974175,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.062678464,0.98834115,0.00020172239,0.116099775,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,5.97409e-06,2.3372068e-06,122.022705,179.44514,366.0681,1701.1401,0.001968061,722.3969,5.1547246,3133220.8,5.5436845,45.509247,-6.643187e-06,0.5720988,5.3838708e-06,13.289642,10.452591,6.193332,10.711862,5.004958,4.455204,2.5487304,-12.165589,-4.5295434,0.18099308,11.705731,4.160334,-3.8978531,2.8126276,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.05836606,0.98834115,0.00018351577,0.09229025,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,3.908401e-06,1.8771466e-06,86.133675,143.55614,358.8903,1686.7845,0.00270661,729.88696,5.1940246,3491179.8,5.380936,41.19505,-5.4464886e-06,0.56700724,3.3249537e-06,12.823932,10.013193,5.5195994,9.6578455,4.100541,6.001144,4.38018,-9.49137,-4.432801,0.45534563,7.776592,4.9369864,0.039768856,4.0119586,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.049102053,0.98834115,0.00014890965,0.08049887,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,2.5839647e-06,1.2484971e-06,86.133675,200.97858,617.2913,1837.5186,0.0025000686,858.7526,5.474995,4517546.0,5.5429688,42.29095,-2.790308e-06,0.6586807,1.7140277e-06,13.172536,5.4624867,5.1061654,7.4208627,4.0872097,2.0767539,1.1905185,-8.663352,-5.296946,-1.5521487,5.529051,4.9828525,-0.47006926,1.8572801,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.04482666,0.97906226,0.00013950984,0.07482993,0.13453937,0.27700803,0.41554955,0.5649866,0.6701412,0.7626594,0.8669002,0.9185324,0.97356945,1.0319878,1.0988475,1.1654624,1.1832741,1.2604008,1.3354756,1.375687,1.3756636,1.4091392,1.4353191,1.4171653,1.3369392,1.216351,1.058648,0.86638874,0.718705,0.5862754,2.1748876e-06,8.472154e-07,64.60026,193.80077,610.11346,1686.7843,0.0020481907,800.2614,5.386353,4436329.5,6.0197144,48.16338,-2.3821165e-06,0.6153926,1.1694282e-06,14.472591,5.8747787,5.137898,4.337668,3.4737186,0.89344746,1.513544,-8.585727,-4.820025,-2.7496994,4.8525996,3.2723293,1.5428014,1.7949923,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.040488232,0.9751975,0.00012160881,0.08027211,0.1366735,0.27397668,0.4121841,0.5723213,0.6741252,0.74987173,0.87710476,0.9124525,0.9614648,1.0300883,1.0751282,1.1858591,1.1568785,1.2585846,1.3432856,1.3960351,1.3711275,1.3733255,1.445201,1.412134,1.3321373,1.2132429,1.0454956,0.85569286,0.71434265,0.5763983,1.2094125e-06,6.977102e-07,57.42245,200.97858,674.71375,1715.4957,0.0017696354,859.37213,5.386659,5288854.0,5.80529,43.220383,-1.6485716e-06,0.6587241,1.0100158e-06,15.460205,4.368977,2.2633579,2.1691859,4.889896,0.94119,0.56185156,-7.6749387,-1.5045525,0.25042358,5.85129,4.275988,-4.0991826,-0.83562475,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.038265098,0.9746519,0.00012378076,0.075510204,0.13742131,0.272277,0.41754124,0.57651854,0.66152614,0.7438267,0.85459346,0.91669244,0.9582338,1.0322034,1.0624567,1.1978625,1.1645098,1.2689799,1.3424073,1.4003987,1.3676128,1.3908273,1.4558734,1.4006325,1.3325926,1.2068825,1.0338036,0.85421485,0.7161276,0.5749329,1.3200969e-06,5.081693e-07,50.244644,136.37831,373.24588,990.5373,0.0016571181,593.6477,4.8591447,3921369.2,7.178243,62.406445,-2.1477547e-06,0.470166,1.1156485e-06,18.196192,7.231085,3.2411263,3.3809185,7.1629205,5.4520726,2.1256864,-6.9184613,-0.34239218,0.40198135,7.5439353,4.5168433,-3.559373,3.2488613,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.037535843,0.9821105,0.00011571723,0.07777777,0.13230377,0.26493654,0.42637601,0.5755627,0.6729304,0.74968964,0.8427827,0.91782975,0.9715639,1.0248195,1.0561147,1.1756396,1.1983191,1.278668,1.3453804,1.4164189,1.4083852,1.394478,1.4716858,1.4307569,1.3566602,1.2117084,1.0391499,0.87182856,0.7236758,0.5772092,1.5923279e-06,4.999063e-07,43.066837,136.37831,380.42374,990.5373,0.0017200442,570.8713,4.7036514,3757545.0,7.6289506,70.47844,-2.1488831e-06,0.45516214,1.2581401e-06,18.817896,6.719555,3.135315,2.617521,5.654078,5.5675874,-0.2760475,-8.2531595,-3.68212,-0.8735111,10.571174,7.523749,-2.001191,0.35303506,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.036074672,0.97654104,0.00012589892,0.06938776,0.12733473,0.2600059,0.4119275,0.56177825,0.6714053,0.75053287,0.851378,0.9037101,0.97354203,1.0236615,1.0768747,1.151194,1.2169819,1.2569367,1.3351942,1.3883014,1.3862156,1.3925508,1.4440371,1.4289999,1.3543396,1.2168254,1.0423354,0.87066394,0.7141166,0.579225,1.8690858e-06,4.1344035e-07,57.42245,208.15637,358.8903,918.7591,0.0017545433,549.0639,4.653794,3532990.2,7.885033,73.58381,-2.1223998e-06,0.44945636,1.3817208e-06,19.844498,8.169181,1.991521,1.5206194,5.2638993,5.3610196,-0.99458534,-7.956921,-8.189008,-0.43501902,15.032056,11.393101,3.4778004,3.0474656,116_216_36_1_20250116_103426_jungle_ground.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.035096645,0.9782974,0.000119988865,0.071655326,0.13078672,0.26709634,0.41555178,0.55112445,0.66448873,0.7502298,0.8746698,0.9111443,0.95759326,1.0102713,1.0958346,1.1576213,1.1926254,1.2569238,1.3260685,1.3889545,1.3981062,1.4133348,1.4466853,1.4306765,1.3459848,1.2206615,1.0566957,0.8720879,0.716369,0.58414525,1.7317775e-06,3.7385152e-07,35.88903,193.80077,366.0681,925.937,0.0016184015,583.9997,4.629063,4056604.0,7.335339,63.843536,-1.8277484e-06,0.46878847,1.1713822e-06,19.126104,7.900451,1.7245321,-1.0018346,2.2116966,5.2778983,-0.7888511,-5.358301,-8.563402,2.178847,14.9039345,10.112409,3.461829,3.1081963,116_216_36_1_20250116_103426_jungle_ground.wav
