end,start,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],file_path
0 days 00:00:00.033333333,0 days 00:00:00,0.0,0.0,0.0,0.0,0.0,-100.0,0.117441855,0.98834115,0.0004658796,0.19342405,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.556517e-05,9.894588e-06,200.97858,811.0921,5591.511,8419.566,0.0023719978,3072.8215,7.073175,14004685.0,1.2750692,4.251696,-2.0173318e-05,2.1994357,2.3277897e-05,4.1648445,16.922737,-1.5584263,5.0255246,3.76457,-6.263372,7.803806,-0.5537529,2.9326305,-11.066841,3.6869714,4.88175,-3.6047401,-2.030194,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.066666667,0 days 00:00:00.033333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.10430229,0.98834115,0.00037377968,0.15238096,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,1.3462096e-05,9.088936e-06,193.80077,703.425,3890.371,6316.469,0.0040772227,2324.7307,6.70561,10091628.0,2.1899567,10.654777,-1.5004429e-05,1.6782198,1.740201e-05,6.24062,12.848414,0.91883737,7.0760674,4.4366918,-4.0868783,2.464154,-7.1015263,0.5591812,-10.718389,7.3819413,4.1725383,-2.1577964,0.9994631,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.100000,0 days 00:00:00.066666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.08230094,0.98834115,0.00025335405,0.11133787,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,8.824033e-06,7.125769e-06,165.08955,552.6911,2016.9635,3832.9485,0.0052355253,1494.2144,6.1437106,6169037.5,3.5407126,21.844564,-8.288015e-06,1.0908338,9.9015215e-06,8.343772,9.462375,4.657486,8.661672,4.5192504,-1.0811381,-0.8516777,-8.698056,0.10000376,-10.473438,2.7684052,0.26507488,0.02400414,3.026849,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.133333333,0 days 00:00:00.100000,0.0,0.0,0.0,0.0,0.0,-100.0,0.05659139,0.98834115,0.00017786185,0.09138322,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,4.3697137e-06,2.0274142e-06,100.48929,215.33418,480.91306,1787.2736,0.0036676945,761.7446,5.1734433,3609269.0,5.4996705,43.444042,-4.6652644e-06,0.58916134,4.214474e-06,12.485896,10.396134,6.605311,10.408547,8.19909,1.2044703,3.0309956,-6.6199374,-2.370517,-12.713417,5.9212394,3.041229,0.6076703,3.0310066,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.166666667,0 days 00:00:00.133333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.04247996,0.9843429,0.00013315049,0.08775511,0.1273758,0.26420766,0.4153942,0.5602766,0.69872236,0.7791805,0.8411018,0.92231774,0.9884029,1.0484782,1.1392612,1.1380863,1.2041942,1.287006,1.3209733,1.3852739,1.3890873,1.4151167,1.4292207,1.4098309,1.3500234,1.2145786,1.0476345,0.8903354,0.73428863,0.59254354,1.7863816e-06,7.059529e-07,64.60026,186.62297,330.17908,1198.6937,0.0027364464,660.6098,4.7499557,3908343.8,6.2988167,51.552074,-2.519283e-06,0.51445913,2.049241e-06,13.893418,9.890343,4.33124,6.770464,5.6446667,-0.06505966,4.2237363,-3.5065238,-4.8572183,-12.58904,6.054474,5.5540137,2.6945057,3.5632555,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.200000,0 days 00:00:00.166666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.037378017,0.98033994,0.00011939576,0.09183673,0.12775339,0.27006045,0.42657277,0.5505171,0.6990981,0.79014826,0.83308107,0.9230713,0.97466564,1.0229024,1.1646029,1.1506819,1.1940285,1.270925,1.3031291,1.397679,1.3861707,1.4035149,1.4097615,1.39492,1.3598653,1.1956611,1.0322992,0.87507796,0.7373133,0.5953354,1.7665476e-06,5.6427194e-07,57.42245,179.44514,351.71252,983.3594,0.0019959896,600.8702,4.5881944,3904510.0,6.9955673,59.427185,-2.0543305e-06,0.47852096,1.7698057e-06,16.509848,9.4072075,2.2451503,5.4015675,7.1522803,0.89570755,-0.58962375,-7.4026756,-9.003067,-11.484899,13.164441,8.930255,1.6820275,4.1566567,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.233333333,0 days 00:00:00.200000,0.0,0.0,0.0,0.0,0.0,-100.0,0.03376857,0.97551495,0.00011263454,0.092290245,0.13257873,0.27864587,0.43417048,0.53788245,0.68148,0.78537494,0.8292668,0.9279692,0.97293407,1.0045565,1.153417,1.1522055,1.1691006,1.265366,1.2883075,1.3986849,1.4014254,1.4078922,1.3896784,1.3879863,1.3534414,1.1952548,1.0290077,0.8731893,0.72831416,0.5852605,1.3963413e-06,4.610608e-07,35.889034,165.08954,323.00128,890.0479,0.0016173016,570.7751,4.530054,3991691.2,7.2867637,62.26302,-1.7200665e-06,0.455997,1.2578558e-06,18.408773,9.695191,0.4136603,1.9665426,6.519018,4.6983395,0.39444032,-9.639565,-8.840259,-5.3705525,10.270379,6.1781926,2.2041838,2.271155,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.266666667,0 days 00:00:00.233333333,0.0,0.0,0.0,0.0,0.0,-100.0,0.03329465,0.9716113,0.00012081568,0.08185941,0.13060142,0.27731526,0.43594608,0.5356257,0.6545412,0.78306705,0.8364267,0.9180595,0.95841527,0.98124075,1.105767,1.1581421,1.1778307,1.2655611,1.2929329,1.392382,1.4037989,1.4187821,1.3913221,1.3844757,1.3432134,1.2027583,1.0308632,0.8701088,0.72803456,0.584686,1.420563e-06,4.382172e-07,78.95587,157.91174,294.29004,782.38086,0.0014098515,514.7251,4.484837,3572488.0,7.8647842,70.558914,-1.879895e-06,0.4209369,1.5644094e-06,20.627157,10.53492,1.7879106,2.7433078,6.44846,8.751182,-1.1970631,-13.772269,-7.997501,-4.06094,3.2903483,0.12836409,-3.2007782,-1.6466585,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.300000,0 days 00:00:00.266666667,0.0,0.0,0.0,0.0,0.0,-100.0,0.033165026,0.9719634,0.00012922162,0.06553288,0.13057137,0.269823,0.42505682,0.55224264,0.6707878,0.7623156,0.83711106,0.9079974,0.97395927,1.002572,1.0894681,1.1461732,1.2075123,1.294618,1.3129516,1.3552151,1.3752599,1.4117497,1.4105724,1.3988158,1.3295616,1.203622,1.0290036,0.8729517,0.71952015,0.58161634,2.016802e-06,4.2587894e-07,93.311485,179.44514,251.22322,653.18036,0.0015029871,461.53036,4.358909,3001467.2,8.759011,87.59934,-2.2006736e-06,0.38794458,1.9525935e-06,22.743378,10.502303,2.214612,2.0941665,4.9446306,9.018617,0.05209446,-12.349261,-9.158024,-5.7515416,-1.5524054,-0.31905589,-4.0241933,-3.4816227,116_216_24_1_20250116_102808_bacon_ground.wav
0 days 00:00:00.333333333,0 days 00:00:00.300000,0.0,0.0,0.0,0.0,0.0,-100.0,0.032972645,0.9683382,0.00012820715,0.06439909,0.12728322,0.2603483,0.40339842,0.5578731,0.6854532,0.75329787,0.8221397,0.90298223,0.9676668,1.0053349,1.0999308,1.125476,1.2052711,1.264554,1.3227087,1.350201,1.3568945,1.3891784,1.4114513,1.3996216,1.3309313,1.2091342,1.036429,0.8773019,0.7268273,0.5851027,2.543348e-06,3.796997e-07,93.311485,222.51198,315.8235,617.2913,0.001623355,516.363,4.505653,3459443.2,8.36667,80.464874,-2.051516e-06,0.43577847,1.9128213e-06,23.086023,10.797501,1.2643394,3.4893925,1.289414,4.1642995,-4.5156617,-15.679299,-12.477234,-4.9394836,0.94444066,1.3820528,-3.5560725,0.652785,116_216_24_1_20250116_102808_bacon_ground.wav
