start_time,end_time,label,labelid,duration,model
1.3,2.2666666666666666,Gesture,1,0.9666666666666666,CNN
8.066666666666666,8.5,Gesture,2,0.43333333333333357,CNN
9.3,11.566666666666666,Gesture,3,2.2666666666666657,CNN
13.233333333333333,15.3,Gesture,5,2.066666666666668,CNN
1.0666666666666667,2.2333333333333334,Gesture,1,1.1666666666666667,LightGBM
7.4,7.866666666666666,Gesture,3,0.4666666666666659,LightGBM
9.0,9.966666666666667,Gesture,5,0.9666666666666668,LightGBM
10.733333333333333,11.2,Gesture,7,0.4666666666666668,LightGBM
13.0,13.5,Gesture,8,0.5,LightGBM
14.033333333333333,14.966666666666667,Gesture,9,0.9333333333333336,LightGBM
