start_time,end_time,label,labelid,duration,model
1.5,2.066666666666667,Gesture,1,0.5666666666666669,CNN
4.866666666666666,10.5,Gesture,3,5.633333333333334,CNN
12.433333333333334,14.133333333333333,Gesture,5,1.6999999999999993,CNN
16.933333333333334,18.266666666666666,Gesture,6,1.3333333333333321,CNN
19.433333333333334,20.7,Gesture,7,1.2666666666666657,CNN
21.766666666666666,22.433333333333334,Gesture,8,0.6666666666666679,CNN
1.3,1.7,Gesture,1,0.3999999999999999,LightGBM
4.733333333333333,5.633333333333334,Gesture,2,0.9000000000000004,LightGBM
6.233333333333333,6.666666666666667,Gesture,3,0.43333333333333357,LightGBM
7.666666666666667,8.366666666666667,Gesture,5,0.7000000000000002,LightGBM
9.7,10.0,Gesture,6,0.3000000000000007,LightGBM
11.366666666666667,11.566666666666666,Gesture,7,0.1999999999999993,LightGBM
12.233333333333333,13.866666666666667,Gesture,8,1.6333333333333346,LightGBM
16.3,17.266666666666666,Gesture,10,0.966666666666665,LightGBM
18.166666666666668,18.3,Gesture,13,0.13333333333333286,LightGBM
19.066666666666666,19.333333333333332,Gesture,14,0.2666666666666657,LightGBM
21.366666666666667,22.433333333333334,Gesture,15,1.0666666666666664,LightGBM
