start_time,end_time,label,labelid,duration,model
2.8333333333333335,8.166666666666666,Gesture,1,5.333333333333332,CNN
9.733333333333333,12.833333333333334,Gesture,3,3.1000000000000014,CNN
13.766666666666667,16.1,Gesture,8,2.333333333333334,CNN
17.3,18.966666666666665,Gesture,10,1.6666666666666643,CNN
21.233333333333334,25.233333333333334,Gesture,11,4.0,CNN
25.966666666666665,26.9,Gesture,13,0.9333333333333336,CNN
28.366666666666667,31.266666666666666,Gesture,14,2.8999999999999986,CNN
32.86666666666667,34.0,Gesture,16,1.1333333333333329,CNN
35.06666666666667,36.166666666666664,Gesture,17,1.0999999999999943,CNN
38.2,43.166666666666664,Gesture,18,4.9666666666666615,CNN
44.06666666666667,47.9,Gesture,23,3.8333333333333286,CNN
48.56666666666667,51.233333333333334,Gesture,25,2.6666666666666643,CNN
51.766666666666666,65.43333333333334,Gesture,27,13.666666666666671,CNN
2.6,2.8666666666666667,Gesture,1,0.2666666666666666,LightGBM
6.6,7.2,Gesture,2,0.6000000000000005,LightGBM
10.566666666666666,11.2,Gesture,3,0.6333333333333329,LightGBM
13.766666666666667,14.4,Gesture,4,0.6333333333333329,LightGBM
15.166666666666666,15.533333333333333,Gesture,5,0.36666666666666714,LightGBM
17.2,17.866666666666667,Gesture,6,0.6666666666666679,LightGBM
18.5,20.266666666666666,Gesture,7,1.7666666666666657,LightGBM
21.166666666666668,24.666666666666668,Gesture,11,3.5,LightGBM
25.533333333333335,27.066666666666666,Gesture,15,1.5333333333333314,LightGBM
28.3,29.9,Gesture,18,1.5999999999999979,LightGBM
30.433333333333334,35.63333333333333,Gesture,19,5.199999999999999,LightGBM
36.86666666666667,38.63333333333333,Gesture,26,1.7666666666666657,LightGBM
39.36666666666667,39.5,Gesture,29,0.13333333333333286,LightGBM
40.233333333333334,41.833333333333336,Gesture,30,1.6000000000000014,LightGBM
42.4,45.266666666666666,Gesture,33,2.866666666666667,LightGBM
46.3,54.06666666666667,Gesture,36,7.766666666666673,LightGBM
56.266666666666666,56.5,Gesture,42,0.23333333333333428,LightGBM
57.06666666666667,59.6,Gesture,43,2.5333333333333314,LightGBM
60.166666666666664,63.63333333333333,Gesture,47,3.4666666666666686,LightGBM
64.56666666666666,66.23333333333333,Gesture,48,1.6666666666666714,LightGBM
