start_time,end_time,label,labelid,duration,model
2.2333333333333334,3.8666666666666667,Gesture,1,1.6333333333333333,CNN
18.433333333333334,19.1,Gesture,2,0.6666666666666679,CNN
19.9,21.666666666666668,Gesture,3,1.7666666666666693,CNN
24.366666666666667,25.733333333333334,Gesture,5,1.3666666666666671,CNN
32.13333333333333,38.833333333333336,Gesture,6,6.700000000000003,CNN
39.43333333333333,42.93333333333333,Gesture,8,3.5,CNN
57.36666666666667,57.53333333333333,Move,11,0.1666666666666643,CNN
1.9333333333333333,3.2,Gesture,1,1.2666666666666668,LightGBM
18.8,18.933333333333334,Gesture,3,0.13333333333333286,LightGBM
32.5,33.43333333333333,Gesture,4,0.93333333333333,LightGBM
36.4,42.63333333333333,Gesture,6,6.233333333333334,LightGBM
