start_time,end_time,label,labelid,duration,model
0.8,1.9333333333333333,Gesture,1,1.1333333333333333,CNN
4.466666666666667,7.633333333333334,Gesture,2,3.166666666666667,CNN
10.0,11.033333333333333,Gesture,3,1.0333333333333332,CNN
20.3,24.4,Gesture,4,4.099999999999998,CNN
25.6,34.4,Gesture,6,8.799999999999997,CNN
0.8,1.5333333333333334,Gesture,1,0.7333333333333334,LightGBM
4.266666666666667,7.566666666666666,Gesture,2,3.3,LightGBM
20.2,21.266666666666666,Gesture,4,1.0666666666666664,LightGBM
22.4,23.733333333333334,Gesture,6,1.3333333333333357,LightGBM
25.333333333333332,27.9,Gesture,7,2.5666666666666664,LightGBM
28.666666666666668,30.8,Gesture,9,2.133333333333333,LightGBM
31.333333333333332,34.4,Gesture,12,3.0666666666666664,LightGBM
