start_time,end_time,label,labelid,duration,model
0.8,0.9666666666666667,Gesture,1,0.16666666666666663,CNN
8.0,15.633333333333333,Gesture,2,7.633333333333333,CNN
16.633333333333333,20.533333333333335,Gesture,3,3.900000000000002,CNN
21.466666666666665,24.666666666666668,Gesture,4,3.200000000000003,CNN
25.633333333333333,26.833333333333332,Gesture,5,1.1999999999999993,CNN
29.0,36.56666666666667,Gesture,6,7.56666666666667,CNN
8.233333333333333,11.0,Gesture,1,2.7666666666666675,LightGBM
11.6,15.2,Gesture,3,3.5999999999999996,LightGBM
17.466666666666665,19.966666666666665,Gesture,8,2.5,LightGBM
21.933333333333334,26.266666666666666,Gesture,12,4.333333333333332,LightGBM
29.4,36.56666666666667,Gesture,21,7.166666666666671,LightGBM
