start_time,end_time,label,labelid,duration,model
45.03333333333333,46.266666666666666,Gesture,1,1.2333333333333343,CNN
57.833333333333336,59.166666666666664,Gesture,3,1.3333333333333286,CNN
62.333333333333336,63.43333333333333,Gesture,4,1.0999999999999943,CNN
66.0,66.23333333333333,Gesture,6,0.23333333333333428,CNN
45.0,47.1,Gesture,1,2.1000000000000014,LightGBM
47.666666666666664,47.86666666666667,Gesture,2,0.20000000000000284,LightGBM
54.13333333333333,54.233333333333334,Gesture,3,0.10000000000000142,LightGBM
54.93333333333333,55.03333333333333,Gesture,4,0.10000000000000142,LightGBM
57.2,58.666666666666664,Gesture,5,1.4666666666666615,LightGBM
59.266666666666666,59.733333333333334,Gesture,7,0.46666666666666856,LightGBM
61.333333333333336,66.9,Gesture,8,5.56666666666667,LightGBM
