start_time,end_time,label,labelid,duration,model
2.2333333333333334,10.033333333333333,Gesture,1,7.8,CNN
11.566666666666666,24.066666666666666,Gesture,2,12.5,CNN
28.133333333333333,28.766666666666666,Gesture,3,0.6333333333333329,CNN
30.1,38.9,Gesture,4,8.799999999999997,CNN
40.13333333333333,45.1,Move,5,4.966666666666669,CNN
47.56666666666667,54.56666666666667,Gesture,6,7.0,CNN
9.733333333333333,9.9,Gesture,1,0.16666666666666785,LightGBM
22.866666666666667,23.766666666666666,Gesture,2,0.8999999999999986,LightGBM
30.066666666666666,30.766666666666666,Gesture,4,0.6999999999999993,LightGBM
33.96666666666667,38.333333333333336,Gesture,5,4.366666666666667,LightGBM
49.46666666666667,55.0,Gesture,6,5.533333333333331,LightGBM
