start_time,end_time,label,labelid,duration,model
1.9666666666666666,2.2666666666666666,Gesture,1,0.30000000000000004,CNN
4.233333333333333,34.2,Gesture,2,29.96666666666667,CNN
34.93333333333333,55.7,Gesture,5,20.766666666666673,CNN
57.1,63.53333333333333,Gesture,6,6.43333333333333,CNN
64.06666666666666,64.46666666666667,Gesture,9,0.4000000000000057,CNN
66.23333333333333,66.93333333333334,Gesture,10,0.7000000000000028,CNN
2.7666666666666666,3.1,Gesture,1,0.3333333333333335,LightGBM
3.966666666666667,5.633333333333334,Gesture,2,1.666666666666667,LightGBM
6.7,16.966666666666665,Gesture,3,10.266666666666666,LightGBM
17.966666666666665,39.36666666666667,Gesture,4,21.400000000000002,LightGBM
39.93333333333333,55.06666666666667,Gesture,13,15.13333333333334,LightGBM
56.63333333333333,61.8,Gesture,18,5.166666666666664,LightGBM
63.63333333333333,63.766666666666666,Gesture,23,0.13333333333333286,LightGBM
65.7,65.83333333333333,Gesture,24,0.13333333333332575,LightGBM
66.46666666666667,67.1,Gesture,25,0.6333333333333258,LightGBM
68.2,69.73333333333333,Gesture,27,1.5333333333333314,LightGBM
