start_time,end_time,label,labelid,duration,model
0.8,1.8666666666666667,Gesture,1,1.0666666666666667,CNN
2.8666666666666667,3.7,Gesture,2,0.8333333333333335,CNN
5.133333333333334,9.966666666666667,Gesture,3,4.833333333333333,CNN
11.666666666666666,12.5,Gesture,6,0.8333333333333339,CNN
13.7,15.1,Gesture,7,1.4000000000000004,CNN
0.9666666666666667,1.3,Gesture,1,0.33333333333333337,LightGBM
2.9,3.3,Gesture,2,0.3999999999999999,LightGBM
5.366666666666666,9.8,Gesture,3,4.4333333333333345,LightGBM
10.466666666666667,12.0,Gesture,7,1.5333333333333332,LightGBM
13.333333333333334,15.1,Gesture,10,1.7666666666666657,LightGBM
