start_time,end_time,label,labelid,duration,model
0.8,3.3333333333333335,Gesture,1,2.533333333333333,CNN
9.433333333333334,10.4,Gesture,2,0.9666666666666668,CNN
11.033333333333333,11.966666666666667,Gesture,3,0.9333333333333336,CNN
16.533333333333335,18.366666666666667,Gesture,4,1.8333333333333321,CNN
24.333333333333332,27.433333333333334,Gesture,5,3.1000000000000014,CNN
27.966666666666665,30.266666666666666,Gesture,8,2.3000000000000007,CNN
31.166666666666668,47.53333333333333,Gesture,9,16.366666666666664,CNN
0.8,2.966666666666667,Gesture,1,2.166666666666667,LightGBM
9.2,11.433333333333334,Gesture,2,2.2333333333333343,LightGBM
16.4,18.666666666666668,Gesture,5,2.2666666666666693,LightGBM
19.366666666666667,19.533333333333335,Gesture,6,0.16666666666666785,LightGBM
23.8,47.53333333333333,Gesture,7,23.73333333333333,LightGBM
