start_time,end_time,label,labelid,duration,model
3.3666666666666667,3.5,Gesture,1,0.1333333333333333,CNN
5.133333333333334,7.5,Gesture,2,2.3666666666666663,CNN
9.166666666666666,10.4,Gesture,3,1.2333333333333343,CNN
11.733333333333333,13.933333333333334,Gesture,4,2.200000000000001,CNN
15.333333333333334,21.666666666666668,Gesture,5,6.333333333333334,CNN
25.966666666666665,28.833333333333332,Gesture,7,2.866666666666667,CNN
30.333333333333332,30.466666666666665,Gesture,9,0.13333333333333286,CNN
33.63333333333333,36.4,Gesture,10,2.7666666666666657,CNN
38.2,39.06666666666667,Gesture,12,0.8666666666666671,CNN
2.6,3.1333333333333333,Gesture,1,0.5333333333333332,LightGBM
5.6,5.9,Gesture,2,0.3000000000000007,LightGBM
6.466666666666667,7.333333333333333,Gesture,3,0.8666666666666663,LightGBM
9.166666666666666,9.733333333333333,Gesture,4,0.5666666666666664,LightGBM
12.0,13.366666666666667,Gesture,5,1.3666666666666671,LightGBM
15.066666666666666,19.233333333333334,Gesture,6,4.166666666666668,LightGBM
20.966666666666665,24.366666666666667,Gesture,7,3.400000000000002,LightGBM
26.066666666666666,26.433333333333334,Gesture,11,0.36666666666666714,LightGBM
27.933333333333334,28.533333333333335,Gesture,13,0.6000000000000014,LightGBM
29.433333333333334,30.066666666666666,Gesture,14,0.6333333333333329,LightGBM
33.6,36.766666666666666,Gesture,15,3.1666666666666643,LightGBM
37.56666666666667,39.2,Gesture,18,1.6333333333333329,LightGBM
