start_time,end_time,label,labelid,duration,model
2.3333333333333335,2.566666666666667,Gesture,1,0.2333333333333334,CNN
3.7666666666666666,9.9,Gesture,2,6.133333333333334,CNN
11.2,11.5,Gesture,6,0.3000000000000007,CNN
13.1,15.966666666666667,Gesture,7,2.866666666666667,CNN
16.8,24.233333333333334,Gesture,9,7.433333333333334,CNN
25.8,36.56666666666667,Gesture,11,10.76666666666667,CNN
1.7333333333333334,3.033333333333333,Gesture,1,1.2999999999999998,LightGBM
3.7333333333333334,9.033333333333333,Gesture,2,5.3,LightGBM
11.233333333333333,11.333333333333334,Gesture,7,0.10000000000000142,LightGBM
13.233333333333333,15.633333333333333,Gesture,8,2.4000000000000004,LightGBM
16.633333333333333,36.56666666666667,Gesture,10,19.933333333333337,LightGBM
