time,CoG,filename
31.024145542604792,1236.0232884129662,116_216_21_1_20250116_102716_muscle_board.wav
33.139856480908875,1218.221242162951,116_216_21_1_20250116_102716_muscle_board.wav
35.255567419212966,1239.6744746961258,116_216_21_1_20250116_102716_muscle_board.wav
37.37127835751705,1222.115017260963,116_216_21_1_20250116_102716_muscle_board.wav
39.48698929582113,1217.4644498544512,116_216_21_1_20250116_102716_muscle_board.wav
41.60270023412522,1225.711780923458,116_216_21_1_20250116_102716_muscle_board.wav
43.718411172429306,1210.9027077055184,116_216_21_1_20250116_102716_muscle_board.wav
45.83412211073339,1177.6208154446053,116_216_21_1_20250116_102716_muscle_board.wav
47.94983304903748,1149.1108103571546,116_216_21_1_20250116_102716_muscle_board.wav
50.06554398734157,1129.0526255931504,116_216_21_1_20250116_102716_muscle_board.wav
52.18125492564565,1112.7567577241111,116_216_21_1_20250116_102716_muscle_board.wav
54.29696586394974,1086.666623054133,116_216_21_1_20250116_102716_muscle_board.wav
56.41267680225383,1071.8635831414726,116_216_21_1_20250116_102716_muscle_board.wav
58.52838774055791,1082.0437880626134,116_216_21_1_20250116_102716_muscle_board.wav
60.644098678861994,1116.749599657926,116_216_21_1_20250116_102716_muscle_board.wav
62.759809617166084,1155.4288328986167,116_216_21_1_20250116_102716_muscle_board.wav
64.87552055547016,1153.5555370780328,116_216_21_1_20250116_102716_muscle_board.wav
66.99123149377425,1125.1046799689918,116_216_21_1_20250116_102716_muscle_board.wav
69.10694243207836,1101.2401697886442,116_216_21_1_20250116_102716_muscle_board.wav
71.22265337038243,1091.7849560878963,116_216_21_1_20250116_102716_muscle_board.wav
73.33836430868651,1088.844606738793,116_216_21_1_20250116_102716_muscle_board.wav
75.4540752469906,1081.241898790838,116_216_21_1_20250116_102716_muscle_board.wav
77.56978618529469,1058.033013992659,116_216_21_1_20250116_102716_muscle_board.wav
79.68549712359876,1030.6522979249853,116_216_21_1_20250116_102716_muscle_board.wav
81.80120806190286,1007.1820428593766,116_216_21_1_20250116_102716_muscle_board.wav
83.91691900020695,981.2480663539778,116_216_21_1_20250116_102716_muscle_board.wav
86.03262993851104,959.2915323769498,116_216_21_1_20250116_102716_muscle_board.wav
88.14834087681511,952.7402566464499,116_216_21_1_20250116_102716_muscle_board.wav
90.2640518151192,961.5176951135583,116_216_21_1_20250116_102716_muscle_board.wav
92.3797627534233,984.6208744350921,116_216_21_1_20250116_102716_muscle_board.wav
94.49547369172737,1016.5859140167863,116_216_21_1_20250116_102716_muscle_board.wav
96.61118463003146,1028.425434076549,116_216_21_1_20250116_102716_muscle_board.wav
98.72689556833555,997.5222814228775,116_216_21_1_20250116_102716_muscle_board.wav
100.84260650663963,967.8215674757469,116_216_21_1_20250116_102716_muscle_board.wav
102.95831744494372,955.4742143703409,116_216_21_1_20250116_102716_muscle_board.wav
105.0740283832478,969.4148934908857,116_216_21_1_20250116_102716_muscle_board.wav
107.1897393215519,1017.9284054354988,116_216_21_1_20250116_102716_muscle_board.wav
109.30545025985597,1083.720637701958,116_216_21_1_20250116_102716_muscle_board.wav
111.42116119816006,1134.676250227609,116_216_21_1_20250116_102716_muscle_board.wav
113.53687213646415,1152.2342945729501,116_216_21_1_20250116_102716_muscle_board.wav
115.65258307476824,1124.0501694331053,116_216_21_1_20250116_102716_muscle_board.wav
117.76829401307232,1075.2246132325745,116_216_21_1_20250116_102716_muscle_board.wav
119.88400495137641,1040.6836375838159,116_216_21_1_20250116_102716_muscle_board.wav
121.9997158896805,1032.1313798822434,116_216_21_1_20250116_102716_muscle_board.wav
124.11542682798456,1043.574335936998,116_216_21_1_20250116_102716_muscle_board.wav
126.23113776628867,1059.025215120249,116_216_21_1_20250116_102716_muscle_board.wav
128.34684870459276,1066.638165384547,116_216_21_1_20250116_102716_muscle_board.wav
130.46255964289685,1054.6663806299584,116_216_21_1_20250116_102716_muscle_board.wav
132.5782705812009,1019.5481673384184,116_216_21_1_20250116_102716_muscle_board.wav
134.693981519505,971.2417051361348,116_216_21_1_20250116_102716_muscle_board.wav
136.80969245780912,924.0209987163987,116_216_21_1_20250116_102716_muscle_board.wav
138.92540339611318,895.182028189081,116_216_21_1_20250116_102716_muscle_board.wav
141.04111433441727,900.8476097074271,116_216_21_1_20250116_102716_muscle_board.wav
143.15682527272136,908.4758287861687,116_216_21_1_20250116_102716_muscle_board.wav
