time,audio,envelope,filename,envelope_norm,envelope_change
0.0,0.0,4.993266288437324e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.027354515072845777,-0.00014717550573240982
2.0,0.0,5.524395043621308e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02775881561118947,8.264629903247883e-06
4.0,-4.57763671875e-05,6.060921099654515e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.028167224629101716,0.00015823787955379748
6.0,3.356933593749999e-05,6.595076808599099e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.028573829315023575,0.00030017524601612915
8.0,-0.00029296875,7.119053285284594e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.028972685467200828,0.0004320961082882312
10.0,3.0517578125e-05,7.625706075019732e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.029358354655027598,0.0005526105266310194
12.0,-2.7465820312504304e-05,8.108950350200136e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02972620504666995,0.000660873980173454
14.0,-0.0002227783203125,8.56316173265777e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03007195530902553,0.0007565361347419252
16.0,-0.0001495361328124,8.983154057939279e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.030391657681669078,0.0008396847406731351
18.0,-0.0004699707031249,9.363741723575846e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03068136483196361,0.0009107854933312265
20.0,0.00018310546875,9.700033990898976e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.030937353880555914,0.0009706182984076781
22.0,-0.0002349853515624,9.988172901767308e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.031156688110994025,0.0010202101802024533
24.0,0.0001678466796875,0.0001022511930126,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03133705408805417,0.001060765206652672
26.0,0.0005126953125,0.0001040831878219,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03147650737135197,0.001093592054857322
28.0,-0.0001800537109375,0.0001053695598085,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03157442729785124,0.001120029944049728
30.0,-0.0004425048828125,0.0001061232273701,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03163179722894855,0.001141373892567917
32.0,-0.0005401611328125,0.0001063690551053,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03165050988284106,0.0011588007597877988
34.0,-0.0002960205078125,0.0001061378186558,116_216_23_1_20250116_102753_doughnut_ground.wav,0.031632907932258446,0.00117330137454582
36.0,0.0002471923828125,0.0001054673649009,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03158187231963252,0.001185634189456369
38.0,-0.0007171630859375,0.0001044012545023,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03150071892624517,0.0011963176411020622
40.0,0.0002593994140625,0.0001029839493604,116_216_23_1_20250116_102753_doughnut_ground.wav,0.031392832236572535,0.0012056583514108029
42.0,-0.0002227783203125,0.00010126140606,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03126171051196721,0.001213794052473559
44.0,-0.0004608154296875,9.927671228829682e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03111063363041727,0.0012207351917673127
46.0,8.239746093751052e-05,9.70711661277276e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.030942745243400623,0.0012264012871872905
48.0,-0.0002014160156249,9.468853962348252e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.030761377322922553,0.0012306521423592468
50.0,-0.0001983642578125,9.217222899864806e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.03056983323303269,0.0012333140262210896
52.0,-5.493164062499235e-05,8.955967352056055e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.030370962888331122,0.0012342008694478026
54.0,-0.000103759765625,8.688047531120441e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.030167019632049145,0.0012331307208321477
56.0,0.0001617431640625,8.41599950074416e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02995993394131419,0.0012299380593953576
58.0,6.1035156249995216e-05,8.142215813797675e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02975152705138062,0.0012244827084179977
60.0,4.57763671875e-05,7.868958091568275e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.029543520531067763,0.0012166559385966308
62.0,-0.000201416015625,7.597910115758979e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.029337196091904782,0.0012063841427505605
64.0,-0.0001373291015625,7.33034222677557e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.029133520729756474,0.001193630462066246
66.0,-0.0001495361328125,7.067384805182812e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02893335490165215,0.001178394846513321
68.0,-0.0004364013671874,6.810093043331029e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02873750183059777,0.0011607129940626412
70.0,-6.103515625e-05,6.559509747055716e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.028546755310859914,0.0011406544339860607
72.0,-0.00013427734375,6.31651760026829e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02836178725028971,0.0011183198735392956
74.0,-2.74658203125e-05,6.081858966678088e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.028183162743592366,0.0010938378924438968
76.0,-0.0001129150390625,5.856254715133387e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02801143052336913,0.0010673610910234888
78.0,-0.000262451171875,5.639990737925288e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.027846808213700933,0.001039061818153954
80.0,0.0002593994140625,5.432897240650026e-05,116_216_23_1_20250116_102753_doughnut_ground.wav,0.02768916656538373,0.0010091276799229552
