time,audio,envelope,filename,envelope_norm,envelope_change
0.0,0.0,3.789125005600587e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011476248400436855,-7.08263184572437e-05
2.0,0.0,4.136846946973037e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011586733429786165,1.8148298926716975e-06
4.0,0.00018310546875,4.477850851654874e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011695083872868063,7.112366844926482e-05
6.0,5.4931640625e-05,4.8054035933410935e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011799160348847143,0.00013560679250963892
8.0,1.5258789062497616e-05,5.113071788945294e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011896918717177341,0.00019414955355086813
10.0,-0.0001068115234375,5.3954691703201775e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.01198664754719084,0.00024601063600963733
12.0,-0.0002532958984375,5.6496740307555766e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012067418496976432,0.00029078326002923916
14.0,0.0004180908203124,5.874634174545998e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012138897242295204,0.00032835194424698524
16.0,-2.441406249999952e-05,6.0702266893754895e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012201044729037477,0.00035884710462786727
18.0,2.4414062499989952e-05,6.237113307137719e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012254071215628144,0.00038259960966294796
20.0,-0.0002593994140625,6.376302154545127e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012298297023842048,0.0004000967536088371
22.0,0.0003295898437499,6.489207029296215e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012334171373189455,0.000411940517114902
24.0,7.9345703125011e-05,6.577302305443727e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012362162730686993,0.0004188086116587983
26.0,-0.0001770019531249,6.642154824767861e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012382768944009692,0.00042141854867979383
28.0,-0.0001953125,6.685774445760381e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012396628624783768,0.00042049481442964773
30.0,-3.0517578125e-05,6.710238621809385e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012404401862210524,0.00041673921312723836
32.0,-0.0001312255859374,6.717450233051694e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012406693276656841,0.0004108044499744175
34.0,-0.0003173828125,6.709647837433467e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012404214146621295,0.00040327215328721055
36.0,3.051757812502869e-05,6.689142881976697e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.01239769891034801,0.00039463969466876057
38.0,-0.000201416015625,6.658017060597592e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012387809004421973,0.0003853201982267138
40.0,-9.1552734375e-05,6.61836598413033e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012375210287384085,0.00037565345282050374
42.0,-0.0001556396484375,6.572358721740374e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012360591958395775,0.00036592039373714027
44.0,-9.1552734375e-05,6.52242557695294e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012344726221118549,0.0003563561202445525
46.0,0.0001525878906249,6.470853476364999e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.01232833972268657,0.0003471601555676861
48.0,-9.155273437498566e-05,6.419267162987613e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012311948708288606,0.0003385038389723038
50.0,-0.00018310546875,6.368577744689249e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012295842672971163,0.0003305350421920075
52.0,2.1362304687498088e-05,6.319475443164718e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012280240927497054,0.0003233807432841532
54.0,-0.0002532958984375,6.272669819267103e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012265368927445433,0.000317148042378134
56.0,2.44140625e-05,6.228711854196881e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012251401741360624,0.00031192397303497055
58.0,-4.882812499999904e-05,6.187882168997635e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.01223842853365979,0.0003077742692938624
60.0,0.000274658203125,6.150084473679766e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.01222641870920049,0.0003047412667668896
62.0,-0.0002288818359375,6.115018165611724e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012215276754623859,0.0003028412309298813
64.0,-0.00025634765625,6.081987851688384e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012204781716005263,0.0003020614715785093
66.0,0.0001068115234374,6.049712785479894e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012194526649490847,0.0003023576446140465
68.0,-0.000189208984375,6.016440237460163e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012183954643508202,0.00030365174418291684
70.0,-0.0002288818359375,5.980221857220006e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012172446629984455,0.0003058313746033698
72.0,0.0001495361328125,5.93912850648244e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012159389645301862,0.0003087508177103529
74.0,-0.0001251220703125,5.891077241642604e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012144121855799862,0.0003122342153872926
76.0,-5.4931640625e-05,5.834034917134791e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012125997250626765,0.00031608103695039274
78.0,-5.4931640625e-05,5.766755163302362e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012104619808790766,0.0003200738791428063
80.0,1.52587890625e-05,5.689382288620156e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012080035382808432,0.00032398831583440636
82.0,-0.0002777099609375,5.60303539581445e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012052599555928469,0.0003276039651973452
84.0,0.0001861572265625,5.509517872626528e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.012022885335844136,0.0003307155660785702
86.0,-0.00035400390625,5.411071121264629e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011991604904788698,0.000333142913108978
88.0,-7.01904296875e-05,5.310015820827444e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011959495634402602,0.0003347388212694139
90.0,-0.0001068115234375,5.208599808134131e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.01192727175144979,0.00033539464829137835
92.0,-0.00013427734375,5.108923991683247e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011895600797748894,0.0003350432173121973
94.0,-2.1362304687515303e-05,5.012661994289019e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011865014549537619,0.0003336592212487848
96.0,-0.0001159667968749,4.920814731293496e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011835831037252885,0.0003312573979428955
98.0,-7.629394531246175e-05,4.834029506181709e-05,116_216_35_1_20250116_103333_flannel_ground.wav,0.011808255934842846,0.00032788897372702563
