"Event_ID","Participant_ID","Exchange_Count","Turn_Count","Text_Prep","Text_Clean","emo_valence_b24","lex_freqlg10","sem_diversity","id","file","context","participants","laughter","short_pauses","medium_pauses","long_pauses","elongating","start_time","end_time","turn"
"Flumpity-Bump Down the HIll","REED",29,57,"there's",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"uh",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"fortunately","fortunately",7.92,2.6484,2.036434,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"this",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"day","day",5,4.6117,2.16322,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"and",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"time","time",5,4.9995,2.304014,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"think","think",5.16,5.1376,1.935632,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"it",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"allows","allow",5.25,3.3549,2.238858375,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"uh",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"one",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"to",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"proceed","proceed",5.41,3.0282,1.99908,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"like","like",5.63,5.3095,2.155526,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"you",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"are",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"and",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"you",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"are",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"proceeding","proceed",5.41,3.0282,1.99908,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"and",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"he",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"is",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"proceeding","proceed",5.41,3.0282,1.99908,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"and",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"think","think",5.16,5.1376,1.935632,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"it",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"think","think",5.16,5.1376,1.935632,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"it",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"is",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"the",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"right",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"thing","thing",5,4.7445,1.91156,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"to",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"do","do",5,5.4954,2.227245,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"would",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"have","have",5,5.4973,2.352656,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"d","have",5,5.4973,2.352656,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"would",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"probably","probably",5.02,4.1561,2.174107,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"do","do",5,5.4954,2.227245,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"the",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"same","same",5,4.3279,2.329511,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"thing","thing",5,4.7445,1.91156,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"were",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"you",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"know","know",5.11,5.4651,1.98089,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"another",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"generation","generation",5.08,2.7924,1.923595,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"down","down",3.59,4.8808,2.154454,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"the",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"line","line",5,4.0219,2.10732,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"you",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"know","know",5.11,5.4651,1.98089,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"although",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"r","r",4.96,3.5539,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"uh",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"i",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"did","do",5,5.4954,2.227245,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"not","not",4.99,5.442,2.340188,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"make","make",5.01,4.8499,2.266926,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"the",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"wrong","wrong",2.35,4.4262,2.010923,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"decision","decision",5.11,3.4486,1.969254,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"for",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"me",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
"Flumpity-Bump Down the HIll","REED",29,57,"but",NA,NA,NA,NA,5062,"SBC046","Medical interaction, recorded in Shreveport, Louisiana. A patient (Darren) is consulting with his orthopedist (Reed) regarding a knee injury from a recent skiing accident. ","Participants: ENV ENV Environment, REED REED Speaker, DARR DARREN Speaker, SALL SALLY Speaker",0,8,7,0,2,"163660","209422",1
