x,y,gesture
7.7276964,5.51047,103_203_38_1_20250113_153528_puppy_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.20_7.03
7.7062426,7.0044155,103_203_38_1_20250113_153528_puppy_ground_clueGiver_cam02.mp4_segment_5_Gesture_8.50_10.83
7.5362206,4.875337,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_1_Gesture_1.53_6.40
7.9062552,7.2656765,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_2_Gesture_8.27_10.70
7.765178,6.87181,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_3_Gesture_3.70_4.73
8.990414,9.633242,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.53_5.83
7.8450756,7.212177,103_203_39_1_20250113_153540_muscle_ground_clueGiver_cam02.mp4_segment_5_Gesture_8.50_10.70
6.7319126,3.1022725,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.00
7.4981103,5.158029,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_2_Gesture_1.93_11.03
6.4468236,3.4795644,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_3_Gesture_12.10_13.43
7.427124,7.951731,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_4_Gesture_7.00_10.73
6.1474547,3.8518155,103_203_40_1_20250113_153555_beauty_ground_clueGiver_cam02.mp4_segment_5_Gesture_11.83_13.43
0.61703634,7.0453496,103_203_40_1_20250113_153555_beauty_ground_guesser_cam02.mp4_segment_1_Gesture_3.13_4.67
0.30010268,6.9181075,103_203_40_1_20250113_153555_beauty_ground_guesser_cam02.mp4_segment_2_Gesture_3.80_3.90
6.636986,3.268995,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_1_Gesture_0.80_4.13
7.0851216,3.4718928,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.20_9.00
6.690816,3.2680233,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_3_Gesture_0.80_2.00
7.0787816,3.2956812,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_4_Gesture_6.10_6.73
6.9464927,3.4653006,103_203_41_1_20250113_153604_sugar_ground_clueGiver_cam02.mp4_segment_5_Gesture_7.63_9.00
6.667513,3.281359,103_203_42_1_20250113_153614_sushi_ground_clueGiver_cam02.mp4_segment_1_Gesture_4.10_8.23
6.3984447,2.8850265,103_203_42_1_20250113_153614_sushi_ground_clueGiver_cam02.mp4_segment_2_Gesture_1.53_1.70
6.8505807,3.3099208,103_203_42_1_20250113_153614_sushi_ground_clueGiver_cam02.mp4_segment_3_Gesture_7.03_8.83
0.6595078,7.078476,103_203_42_1_20250113_153614_sushi_ground_guesser_cam02.mp4_segment_1_Gesture_4.13_5.43
6.5575767,3.1709743,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_1_Gesture_1.30_2.63
7.3557534,8.465038,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_2_Gesture_5.10_7.57
6.5389714,3.3957922,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_3_Gesture_9.80_10.63
7.2232294,8.362847,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.07_7.53
6.440038,3.4850447,103_203_43_1_20250113_153626_gravy_ground_clueGiver_cam02.mp4_segment_5_Gesture_9.47_10.63
8.897586,5.985789,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_1_Gesture_5.27_32.03
8.862002,5.694899,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_2_Gesture_34.17_40.30
7.814723,2.7127566,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_3_Gesture_1.60_2.37
8.868481,5.697252,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_4_Gesture_4.43_10.57
8.852807,6.059229,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_5_Gesture_11.10_31.17
9.165862,5.8899937,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_6_Gesture_34.20_37.47
9.225224,5.7220316,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_7_Gesture_38.07_38.20
8.307586,3.6271446,103_203_45_1_20250113_153745_walnut_board_clueGiver_cam02.mp4_segment_8_Gesture_39.00_40.53
2.008276,2.8865557,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_1_Gesture_0.80_15.10
1.8969275,2.8202102,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_2_Gesture_16.43_27.40
1.702742,3.12326,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_3_Gesture_39.83_40.07
1.9744816,3.0841334,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_4_Gesture_1.03_2.03
1.9642434,3.2414906,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_5_Gesture_3.30_5.13
2.024346,2.5230336,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_6_Gesture_12.53_13.73
1.5264045,3.366625,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_7_Gesture_14.47_14.83
1.8537177,2.7539415,103_203_45_1_20250113_153745_walnut_board_guesser_cam02.mp4_segment_8_Gesture_24.73_26.83
8.105658,3.2988358,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.87
7.7878222,8.215511,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_2_Gesture_3.53_9.93
8.214216,3.3644137,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_3_Gesture_11.17_12.20
7.9132037,3.0185633,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_3.50
7.8774414,8.3015,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_5_Gesture_4.03_9.37
8.209373,3.4631724,103_203_46_1_20250113_153759_blanket_board_clueGiver_cam02.mp4_segment_6_Gesture_11.07_12.77
2.5504415,2.664881,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_1_Gesture_0.80_5.00
2.2626054,2.854433,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_2_Gesture_6.17_8.73
6.2147384,2.9840589,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_3_Gesture_1.03_1.20
2.0639641,2.7256775,103_203_46_1_20250113_153759_blanket_board_guesser_cam02.mp4_segment_4_Gesture_6.67_8.17
7.456979,2.9720955,103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_4.67
8.679283,5.525203,103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_2_Gesture_5.30_8.93
8.385575,4.979974,103_203_47_1_20250113_153811_soda_board_clueGiver_cam02.mp4_segment_3_Gesture_1.80_10.07
1.003944,6.214544,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_1_Gesture_0.97_8.33
-0.6177279,6.624433,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_2_Gesture_10.30_10.53
0.8278116,6.255222,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_3_Gesture_2.90_3.47
-0.510562,6.731374,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_4_Gesture_4.47_4.60
-0.62253666,6.6188083,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_5_Gesture_6.47_6.63
-0.5017551,6.708669,103_203_47_1_20250113_153811_soda_board_guesser_cam02.mp4_segment_6_Gesture_7.67_7.90
8.493258,6.397417,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_1_Gesture_3.70_12.23
4.147105,8.274186,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_2_Gesture_13.13_15.43
8.249546,4.729338,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_3_Gesture_3.27_4.53
8.561551,5.093752,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_4_Gesture_5.53_5.93
7.894852,8.44062,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_5_Gesture_8.33_14.03
3.621538,7.497155,103_203_48_1_20250113_153828_hunger_board_clueGiver_cam02.mp4_segment_6_Gesture_14.87_15.43
-0.6506215,6.6327777,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_1_Gesture_0.80_3.30
-0.5289035,6.58642,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_2_Gesture_4.57_10.03
-0.6431534,6.6481695,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_3_Gesture_12.80_15.43
-0.6424034,6.564752,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_4_Gesture_0.90_1.77
-0.5174875,6.718623,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_5_Gesture_2.53_2.87
-0.5737747,6.5904927,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_6_Gesture_4.27_7.50
-0.66490656,6.5472145,103_203_48_1_20250113_153828_hunger_board_guesser_cam02.mp4_segment_7_Gesture_8.20_9.67
7.9818444,5.2269683,103_203_49_1_20250113_153839_christmas_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_10.33
7.9855003,5.2409415,103_203_49_1_20250113_153839_christmas_board_clueGiver_cam02.mp4_segment_2_Gesture_0.80_10.33
1.906619,3.0161083,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_1_Gesture_0.80_3.47
1.9620177,2.5680616,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_2_Gesture_4.17_10.37
2.2096584,2.818059,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_3_Gesture_0.80_2.33
1.8993356,2.5273092,103_203_49_1_20250113_153839_christmas_board_guesser_cam02.mp4_segment_4_Gesture_6.87_10.37
8.703236,6.094564,103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_1_Gesture_4.87_11.23
8.431255,5.687215,103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_2_Gesture_0.83_11.40
8.058969,2.6461334,103_203_50_1_20250113_153852_butter_board_clueGiver_cam02.mp4_segment_3_Gesture_12.10_12.30
2.811244,2.5975947,103_203_50_1_20250113_153852_butter_board_guesser_cam02.mp4_segment_1_Gesture_0.80_4.80
2.7362866,2.1611648,103_203_50_1_20250113_153852_butter_board_guesser_cam02.mp4_segment_2_Gesture_1.20_1.80
8.150967,1.6826712,103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_1_Gesture_3.90_4.27
8.758145,5.911996,103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_2_Gesture_7.27_31.40
8.639948,5.9370446,103_203_51_1_20250113_153926_cologne_board_clueGiver_cam02.mp4_segment_3_Gesture_1.60_32.43
2.2614636,2.947847,103_203_51_1_20250113_153926_cologne_board_guesser_cam02.mp4_segment_1_Gesture_1.23_2.40
1.929624,2.3282328,103_203_51_1_20250113_153926_cologne_board_guesser_cam02.mp4_segment_2_Gesture_1.23_1.83
8.684745,5.541472,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_10_Gesture_17.97_39.37
8.709948,6.087789,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_11_Gesture_39.93_55.07
8.649957,5.324332,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_12_Gesture_56.63_61.80
8.090984,2.732248,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_13_Gesture_63.63_63.77
8.149442,2.7935514,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_14_Gesture_65.70_65.83
8.203341,2.8375473,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_15_Gesture_66.47_67.10
8.1301565,2.7345345,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_16_Gesture_68.20_69.73
7.94648,2.6238337,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_1_Gesture_1.97_2.27
8.640079,5.9039445,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_2_Gesture_4.23_34.20
8.519706,5.9920483,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_3_Gesture_34.93_55.70
8.568999,5.1780376,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_4_Gesture_57.10_63.53
8.207599,2.7562332,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_5_Gesture_64.07_64.47
8.214245,2.7515588,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_6_Gesture_66.23_66.93
7.7538905,2.550134,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_7_Gesture_2.77_3.10
8.138413,4.636167,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_8_Gesture_3.97_5.63
8.669943,6.01457,103_203_52_1_20250113_154037_zipper_board_clueGiver_cam02.mp4_segment_9_Gesture_6.70_16.97
2.6747434,2.2049475,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_10_Gesture_32.50_33.43
7.1539917,10.043458,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_11_Gesture_36.40_42.63
2.6220922,2.520377,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_1_Gesture_2.23_3.87
1.551707,3.395677,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_2_Gesture_18.43_19.10
1.5304801,3.418666,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_3_Gesture_19.90_21.67
1.4889365,3.4411628,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_4_Gesture_24.37_25.73
2.5872388,2.625411,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_5_Gesture_32.13_38.83
7.1620765,10.163904,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_6_Gesture_39.43_42.93
7.9663243,1.5767534,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_7_Move_57.37_57.53
2.6187406,2.5676887,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_8_Gesture_1.93_3.20
1.5431331,3.4162986,103_203_52_1_20250113_154037_zipper_board_guesser_cam02.mp4_segment_9_Gesture_18.80_18.93
8.666243,5.4308376,103_203_53_1_20250113_154055_river_board_clueGiver_cam02.mp4_segment_1_Gesture_2.43_7.97
8.632248,5.4089637,103_203_53_1_20250113_154055_river_board_clueGiver_cam02.mp4_segment_2_Gesture_1.27_7.70
1.1918457,5.940568,103_203_53_1_20250113_154055_river_board_guesser_cam02.mp4_segment_1_Gesture_0.80_2.50
1.1931874,5.9743896,103_203_53_1_20250113_154055_river_board_guesser_cam02.mp4_segment_2_Gesture_1.10_2.13
7.558791,4.937618,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_4.37
8.802983,5.4293547,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_2_Gesture_8.07_10.77
7.5672803,4.7730427,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_3_Gesture_1.10_3.60
8.40558,7.298857,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_4_Gesture_6.63_9.00
8.769924,5.352724,103_203_54_1_20250113_154107_music_board_clueGiver_cam02.mp4_segment_5_Gesture_9.67_10.57
8.240863,3.3688486,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_1_Gesture_4.07_4.67
7.136727,8.431239,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.07_7.03
7.177572,9.088339,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_3_Gesture_9.93_12.73
8.291353,3.5074174,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_4_Gesture_3.83_4.17
8.220023,3.1850183,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_5_Gesture_4.77_4.90
7.201639,7.8788433,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_6_Gesture_5.93_6.50
7.1433535,9.019206,108_208_12_1_20250114_162456_flower_ground_clueGiver_cam02.mp4_segment_7_Gesture_9.90_12.93
5.89755,9.336537,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.97_3.97
7.5133963,9.084958,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_2_Gesture_4.57_7.20
8.228726,9.498526,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_3_Gesture_7.73_9.40
6.1381845,8.986787,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_4_Gesture_10.17_13.37
4.1745634,7.4073834,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_5_Move_14.43_14.57
5.5847325,9.325096,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_6_Gesture_3.10_3.37
6.6422663,9.453067,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_7_Gesture_4.17_4.73
7.2584343,9.0716505,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_8_Gesture_5.27_6.53
7.885245,8.772522,108_208_13_1_20250114_162512_traffic_ground_clueGiver_cam02.mp4_segment_9_Gesture_7.50_14.30
4.01271,8.083378,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_1_Move_1.60_3.10
4.2007675,8.364681,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.40_9.60
7.721888,2.7628345,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_3_Gesture_14.37_16.20
7.16972,5.69936,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_4_Move_17.83_21.20
4.3987074,8.258525,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_5_Gesture_6.17_8.53
7.4158564,2.9681985,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_6_Gesture_14.30_15.60
8.208713,4.3736005,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_7_Gesture_17.17_18.23
7.039173,5.922863,108_208_14_1_20250114_162535_zipper_ground_clueGiver_cam02.mp4_segment_8_Gesture_18.93_21.07
4.9265084,8.419382,108_208_15_1_20250114_162542_gravy_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.83_3.23
4.8870125,8.273022,108_208_15_1_20250114_162542_gravy_ground_clueGiver_cam02.mp4_segment_2_Gesture_2.40_3.10
5.433753,8.662853,108_208_15_1_20250114_162542_gravy_ground_clueGiver_cam02.mp4_segment_3_Gesture_3.80_4.37
6.1918507,9.446803,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_1_Gesture_7.93_9.53
5.645613,9.172233,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_2_Gesture_12.67_15.87
6.494125,9.381966,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_3_Gesture_7.73_9.27
4.540502,8.403383,108_208_16_1_20250114_162559_siren_ground_clueGiver_cam02.mp4_segment_4_Gesture_14.30_14.73
3.4547071,8.5101595,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_1_Move_0.80_1.63
4.2646947,8.050619,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_2_Move_2.97_3.80
6.3563867,8.978435,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_3_Gesture_4.97_7.90
4.509866,8.288431,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_4_Move_8.50_9.57
4.730373,8.052797,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_5_Gesture_2.83_3.30
6.4404244,9.053216,108_208_17_1_20250114_162610_cherry_ground_clueGiver_cam02.mp4_segment_6_Gesture_4.80_7.37
4.565546,8.067591,108_208_18_1_20250114_162618_coffee_ground_clueGiver_cam02.mp4_segment_1_Gesture_3.63_3.80
6.8921704,10.260453,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_10_Gesture_20.77_20.90
5.5803685,9.582431,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_11_Gesture_33.20_33.57
4.774517,8.443783,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_12_Gesture_39.47_40.27
6.3210735,8.971103,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_1_Gesture_7.00_8.23
6.691573,8.266381,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_2_Gesture_13.40_15.37
6.869372,10.141185,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_3_Gesture_20.93_22.00
5.4031167,9.432552,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_4_Gesture_33.17_34.17
5.500841,9.358541,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_5_Gesture_37.77_38.63
4.9349804,8.473649,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_6_Gesture_3.93_4.03
6.233587,9.095288,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_7_Gesture_5.77_8.53
4.786677,8.719642,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_8_Gesture_9.97_10.10
6.660609,8.326939,108_208_19_1_20250114_162700_cologne_ground_clueGiver_cam02.mp4_segment_9_Gesture_13.33_15.37
2.9283268,2.4593632,108_208_19_1_20250114_162700_cologne_ground_guesser_cam02.mp4_segment_1_Gesture_17.10_20.53
1.9290546,2.3518512,108_208_19_1_20250114_162700_cologne_ground_guesser_cam02.mp4_segment_2_Gesture_16.97_17.63
1.4224315,6.9172196,108_208_19_1_20250114_162700_cologne_ground_guesser_cam02.mp4_segment_3_Gesture_24.60_24.73
6.2879057,9.363897,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.97_4.93
6.325496,9.692034,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_2_Gesture_6.50_9.63
4.427424,8.23587,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_3_Gesture_20.40_21.73
5.022227,8.82182,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_4_Gesture_2.40_2.90
6.273096,9.147858,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_5_Gesture_3.73_6.27
6.321839,9.996346,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_6_Gesture_9.30_9.57
4.8784213,8.630418,108_208_20_1_20250114_162723_bitter_ground_clueGiver_cam02.mp4_segment_7_Gesture_20.27_20.63
2.3951015,2.7569215,108_208_20_1_20250114_162723_bitter_ground_guesser_cam02.mp4_segment_1_Gesture_2.13_2.90
2.5226066,2.331898,108_208_20_1_20250114_162723_bitter_ground_guesser_cam02.mp4_segment_2_Gesture_2.23_2.40
4.29856,7.898381,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_1_Gesture_3.17_3.73
4.549207,8.625856,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_2_Gesture_4.33_4.90
4.1351,7.9087973,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_3_Gesture_5.73_6.63
4.371823,7.933587,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_4_Gesture_2.90_3.50
4.145298,8.289843,108_208_21_1_20250114_162731_sugar_ground_clueGiver_cam02.mp4_segment_5_Gesture_4.07_6.50
8.264826,3.5335038,108_208_23_1_20250114_162817_tiger_ground_guesser_cam02.mp4_segment_1_Move_17.57_17.73
-0.1059054,7.2408686,108_208_25_1_20250114_162844_puppy_ground_guesser_cam02.mp4_segment_1_Move_6.57_7.50
0.5717581,6.7949066,108_208_25_1_20250114_162844_puppy_ground_guesser_cam02.mp4_segment_2_Gesture_6.10_6.20
0.60261583,7.059054,108_208_25_1_20250114_162844_puppy_ground_guesser_cam02.mp4_segment_3_Gesture_7.30_7.40
3.876229,8.819263,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_1_Gesture_2.63_6.73
3.8049076,8.983184,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_2_Gesture_7.83_9.23
3.73737,8.593661,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_3_Move_10.10_15.13
3.5231538,8.792546,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_4_Gesture_16.03_16.80
3.5025086,7.6622705,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_5_Gesture_18.00_18.27
5.222441,9.398858,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_6_Gesture_2.43_3.10
4.001394,7.9040155,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_7_Gesture_10.13_10.73
3.9040465,7.222702,108_208_26_1_20250114_162904_hamster_ground_clueGiver_cam02.mp4_segment_8_Gesture_18.10_18.23
3.5001628,8.569403,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_1_Gesture_8.93_10.83
3.2479122,8.713076,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_2_Gesture_11.43_12.27
5.3070474,9.231808,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_3_Gesture_27.57_30.37
3.4434316,7.6843953,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_4_Gesture_4.17_5.03
3.400575,8.639774,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_5_Gesture_9.37_9.83
5.17567,9.404704,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_6_Gesture_27.23_29.43
3.7990625,7.337068,108_208_27_1_20250114_162936_bacon_ground_clueGiver_cam02.mp4_segment_7_Gesture_30.37_30.77
6.9990287,4.433227,108_208_28_1_20250114_162956_river_ground_clueGiver_cam02.mp4_segment_1_Gesture_15.10_17.80
6.966278,4.0429606,108_208_28_1_20250114_162956_river_ground_clueGiver_cam02.mp4_segment_2_Gesture_14.83_17.40
5.480655,9.664401,108_208_28_1_20250114_162956_river_ground_clueGiver_cam02.mp4_segment_3_Gesture_18.03_18.20
2.2411408,3.0107994,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_1_Gesture_0.80_3.03
0.7815917,6.926613,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_2_Gesture_5.83_8.17
