x,y,gesture
2.4447412,3.227293,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_3_Gesture_1.63_1.73
2.519977,3.1013694,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_4_Gesture_2.27_2.40
0.6192665,6.783206,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_5_Gesture_5.47_5.63
0.7995769,6.91771,108_208_28_1_20250114_162956_river_ground_guesser_cam02.mp4_segment_6_Gesture_6.83_7.60
3.3640432,8.719271,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_1_Gesture_4.63_6.37
5.9127426,9.455947,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_2_Gesture_11.03_13.97
3.5689325,9.068402,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_3_Gesture_4.50_5.03
5.7651873,9.453104,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_4_Gesture_10.53_11.40
4.86536,9.260522,108_208_29_1_20250114_163011_walnut_ground_clueGiver_cam02.mp4_segment_5_Gesture_13.07_13.37
4.731477,8.553447,108_208_30_1_20250114_163024_butter_ground_clueGiver_cam02.mp4_segment_1_Gesture_10.90_11.30
6.8144097,2.9984221,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_1_Gesture_5.87_6.47
6.296848,3.1608539,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_2_Gesture_16.03_19.87
3.9775972,9.016736,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_3_Gesture_20.73_23.13
6.7891493,2.941458,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_4_Gesture_5.40_7.17
6.14082,3.20042,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_5_Gesture_16.10_18.87
3.7482202,8.959572,108_208_32_1_20250114_163057_chlorine_ground_clueGiver_cam02.mp4_segment_6_Gesture_20.17_21.47
5.7278914,7.751505,108_208_34_1_20250114_163148_movie_board_clueGiver_cam02.mp4_segment_1_Gesture_4.43_6.23
5.818225,9.131621,108_208_34_1_20250114_163148_movie_board_clueGiver_cam02.mp4_segment_2_Gesture_7.27_10.03
6.197501,8.34065,108_208_34_1_20250114_163148_movie_board_clueGiver_cam02.mp4_segment_3_Gesture_4.00_9.50
2.9156485,2.4133623,108_208_34_1_20250114_163148_movie_board_guesser_cam02.mp4_segment_1_Gesture_1.27_5.23
2.925823,2.3781755,108_208_34_1_20250114_163148_movie_board_guesser_cam02.mp4_segment_2_Gesture_5.90_9.40
2.9168801,2.3131526,108_208_34_1_20250114_163148_movie_board_guesser_cam02.mp4_segment_3_Gesture_10.13_11.13
4.3226066,8.302811,108_208_35_1_20250114_163156_pasta_board_clueGiver_cam02.mp4_segment_1_Gesture_3.23_6.43
4.407956,8.350897,108_208_35_1_20250114_163156_pasta_board_clueGiver_cam02.mp4_segment_2_Gesture_2.77_6.30
2.8302372,2.5289235,108_208_35_1_20250114_163156_pasta_board_guesser_cam02.mp4_segment_1_Gesture_0.80_2.13
3.0011213,2.2093024,108_208_35_1_20250114_163156_pasta_board_guesser_cam02.mp4_segment_2_Gesture_1.43_1.53
6.9825273,8.656138,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_10_Gesture_4.03_9.47
7.704343,3.2741942,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_11_Gesture_10.33_11.63
6.6426926,8.666843,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_12_Gesture_12.57_13.93
7.834978,8.440683,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_13_Gesture_14.87_17.47
7.0870824,8.297217,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_14_Gesture_19.80_25.50
7.0309343,8.894918,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_15_Gesture_26.13_27.67
6.6586385,8.690995,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_16_Gesture_28.97_30.47
4.7990227,8.776994,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_17_Gesture_32.90_33.13
5.06738,9.063029,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_18_Gesture_33.83_34.57
5.57697,9.688336,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_19_Gesture_42.13_42.57
6.7818756,8.577024,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_1_Gesture_5.23_9.37
6.587638,8.746893,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_20_Gesture_43.37_49.97
7.4253273,7.931075,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_2_Gesture_10.47_16.97
6.8547935,8.299804,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_3_Gesture_20.70_24.47
6.511081,9.828754,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_4_Gesture_25.33_25.47
6.831742,8.595108,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_5_Gesture_26.13_30.53
5.0026116,9.104203,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_6_Gesture_33.00_35.00
3.969119,8.720063,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_7_Gesture_41.93_45.17
6.9724474,9.950712,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_8_Gesture_46.53_46.70
6.606223,8.16438,108_208_36_1_20250114_163248_balloon_board_clueGiver_cam02.mp4_segment_9_Gesture_47.37_50.10
6.9436145,10.420193,108_208_36_1_20250114_163248_balloon_board_guesser_cam02.mp4_segment_1_Gesture_37.57_38.13
6.9690742,10.338173,108_208_36_1_20250114_163248_balloon_board_guesser_cam02.mp4_segment_2_Gesture_43.70_44.13
8.759787,8.390055,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_1_Gesture_1.87_5.63
5.891662,9.1514015,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_2_Gesture_6.80_8.17
5.084698,8.921997,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_3_Gesture_1.30_1.53
9.766274,6.2320824,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_4_Gesture_2.70_4.53
8.88977,9.722788,108_208_37_1_20250114_163259_muscle_board_clueGiver_cam02.mp4_segment_5_Gesture_5.13_5.27
7.379038,9.009361,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_1_Gesture_2.10_5.87
6.461459,8.1995,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_2_Gesture_6.80_10.47
5.8472714,8.883532,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_3_Gesture_1.80_4.13
8.355379,9.689741,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_4_Gesture_5.30_5.40
6.4103985,8.208713,108_208_38_1_20250114_163310_birthday_board_clueGiver_cam02.mp4_segment_5_Gesture_6.70_10.13
6.1833906,9.029186,108_208_39_1_20250114_163319_beauty_board_clueGiver_cam02.mp4_segment_1_Gesture_4.77_5.70
4.5073633,8.135031,108_208_39_1_20250114_163319_beauty_board_clueGiver_cam02.mp4_segment_2_Gesture_6.97_7.80
6.2528806,8.766354,108_208_39_1_20250114_163319_beauty_board_clueGiver_cam02.mp4_segment_3_Gesture_4.33_7.23
6.6533594,8.136679,108_208_40_1_20250114_163328_christmas_board_clueGiver_cam02.mp4_segment_1_Gesture_3.53_6.70
4.5686083,8.237596,108_208_40_1_20250114_163328_christmas_board_clueGiver_cam02.mp4_segment_2_Gesture_2.17_2.63
6.5427947,8.088753,108_208_40_1_20250114_163328_christmas_board_clueGiver_cam02.mp4_segment_3_Gesture_3.17_6.53
4.915738,8.654136,108_208_41_1_20250114_163344_trumpet_board_clueGiver_cam02.mp4_segment_1_Gesture_12.20_12.37
4.219356,7.920066,108_208_41_1_20250114_163344_trumpet_board_clueGiver_cam02.mp4_segment_2_Gesture_0.80_2.37
4.8428345,8.4808655,108_208_41_1_20250114_163344_trumpet_board_clueGiver_cam02.mp4_segment_3_Gesture_8.10_8.30
6.382868,8.488815,108_208_42_1_20250114_163352_music_board_clueGiver_cam02.mp4_segment_1_Gesture_3.97_6.43
6.481192,8.617083,108_208_42_1_20250114_163352_music_board_clueGiver_cam02.mp4_segment_2_Gesture_2.83_5.90
6.368763,8.673258,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_1_Gesture_3.03_4.70
5.9112487,9.041074,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_2_Gesture_5.90_7.80
6.142357,8.528693,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_3_Gesture_8.90_14.83
6.2842875,8.742972,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_4_Gesture_2.67_7.23
6.253367,8.23798,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_5_Gesture_8.23_12.00
5.7014318,9.23939,108_208_43_1_20250114_163408_hunger_board_clueGiver_cam02.mp4_segment_6_Gesture_13.27_14.23
6.9211874,4.7063174,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_11.30
7.48355,7.054326,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_2_Gesture_12.30_14.33
6.632699,4.581056,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_3_Gesture_14.93_20.60
6.836845,4.4681973,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_7.23
6.449068,4.800995,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_5_Gesture_7.83_12.50
7.4323,2.3981743,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_6_Gesture_13.63_13.80
6.7008266,4.4302187,108_208_45_1_20250114_163506_sushi_board_clueGiver_cam02.mp4_segment_7_Gesture_14.70_19.73
9.160493,4.3795247,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_1_Gesture_15.57_16.20
2.922951,2.1099148,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_2_Gesture_17.17_17.53
9.080568,4.415913,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_3_Gesture_15.40_15.73
8.214323,3.5280442,108_208_45_1_20250114_163506_sushi_board_guesser_cam02.mp4_segment_4_Gesture_16.50_16.77
3.4462092,8.732775,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.93
6.512761,4.7322545,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_2_Gesture_3.90_11.97
3.7606785,8.926998,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_3_Gesture_15.13_16.37
6.503542,4.7346306,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_4_Gesture_3.90_10.73
4.770697,9.0586195,108_208_46_1_20250114_163523_jungle_board_clueGiver_cam02.mp4_segment_5_Gesture_11.50_11.63
2.9123118,2.3784986,108_208_46_1_20250114_163523_jungle_board_guesser_cam02.mp4_segment_1_Gesture_3.40_10.23
2.9975786,2.202552,108_208_46_1_20250114_163523_jungle_board_guesser_cam02.mp4_segment_2_Gesture_12.13_13.27
3.5307052,8.721791,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_3.00
3.6042626,8.886205,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_2_Gesture_3.60_4.73
3.2699652,8.355128,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_3_Gesture_5.33_5.57
6.455691,4.72448,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_4_Gesture_6.63_10.20
3.3243184,8.771084,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_5_Gesture_1.57_2.23
6.4846435,4.735161,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_6_Gesture_6.43_9.87
6.9796605,2.5130012,108_208_47_1_20250114_163536_yellow_board_clueGiver_cam02.mp4_segment_7_Gesture_11.50_11.63
2.551316,2.539611,108_208_47_1_20250114_163536_yellow_board_guesser_cam02.mp4_segment_1_Gesture_0.80_11.63
7.233525,6.593729,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_10_Gesture_25.97_39.50
5.381945,9.570349,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_11_Gesture_40.47_41.03
5.1675296,9.452961,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_12_Gesture_41.77_42.17
6.5155034,3.6273654,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_13_Gesture_42.70_46.23
3.0328956,8.599669,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_14_Gesture_48.27_48.37
3.340464,7.858006,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_1_Gesture_11.07_12.70
3.7106915,8.518536,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_2_Gesture_14.57_20.03
7.335635,6.608353,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_3_Gesture_26.13_45.47
3.0634692,8.644323,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_4_Gesture_46.53_47.47
3.3322215,8.026935,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_5_Gesture_10.97_12.23
3.644704,8.810581,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_6_Gesture_14.10_15.23
3.639843,8.578198,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_7_Gesture_15.77_18.00
6.568742,2.6501231,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_8_Gesture_18.63_19.33
7.205245,2.4721084,108_208_48_1_20250114_163634_flannel_board_clueGiver_cam02.mp4_segment_9_Gesture_20.30_20.50
2.5217674,2.2641063,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_1_Gesture_0.80_2.73
2.1196935,2.57272,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_2_Gesture_3.83_13.27
9.149559,4.376917,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_3_Gesture_20.03_20.97
9.174165,4.3395743,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_4_Gesture_25.70_27.87
2.3158329,2.5560324,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_5_Gesture_9.10_10.77
9.149813,4.4088216,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_6_Gesture_12.93_13.07
9.170092,4.325864,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_7_Gesture_25.17_25.30
9.173922,4.349661,108_208_48_1_20250114_163634_flannel_board_guesser_cam02.mp4_segment_8_Gesture_51.30_51.90
2.8567626,2.4169059,108_208_49_1_20250114_163641_doughnut_board_guesser_cam02.mp4_segment_1_Gesture_0.93_1.73
3.4513876,8.899284,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_0.97
4.082565,7.3439803,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_2_Move_9.17_9.90
3.4405715,8.775388,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_3_Gesture_12.13_12.87
4.2327843,7.409925,108_208_50_1_20250114_163655_picture_board_clueGiver_cam02.mp4_segment_4_Gesture_9.13_11.33
7.2722697,2.696533,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_10_Gesture_57.17_57.33
3.974362,8.4775,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_11_Gesture_60.17_62.20
6.7448163,3.500457,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_12_Gesture_66.17_69.93
3.2802417,8.667508,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_13_Gesture_1.07_1.17
7.9740915,1.7181016,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_14_Gesture_18.00_18.20
6.3109946,2.7447045,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_15_Gesture_21.27_22.30
7.7517967,2.6421657,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_16_Gesture_26.30_26.47
6.5984836,4.383952,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_17_Gesture_29.70_34.87
6.55645,8.11442,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_18_Gesture_38.00_39.70
3.5678065,9.002588,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_19_Gesture_45.80_46.30
3.3606937,8.602036,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_1.63
3.9261837,8.442203,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_20_Gesture_49.73_52.53
7.2056727,2.6947138,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_21_Gesture_53.87_55.10
8.037859,3.1944358,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_22_Gesture_57.90_58.40
6.8189797,3.0041173,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_23_Gesture_58.97_59.07
4.074245,8.652324,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_24_Gesture_59.93_61.70
6.743454,3.525805,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_25_Gesture_65.93_69.93
3.3472757,8.4587755,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_2_Gesture_2.87_3.47
6.3613896,2.6726136,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_3_Gesture_21.77_22.30
6.571707,4.520803,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_4_Gesture_30.30_35.50
6.060115,4.110082,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_5_Gesture_38.53_40.23
3.6449888,9.054125,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_6_Gesture_46.33_47.10
3.7610338,8.985427,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_7_Gesture_48.27_48.90
4.00069,8.394006,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_8_Gesture_49.57_53.07
7.2495704,2.652775,108_208_51_1_20250114_163806_spinach_board_clueGiver_cam02.mp4_segment_9_Gesture_54.43_55.90
1.2660697,6.6920447,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_1_Gesture_27.57_27.67
1.2150367,6.6387043,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_2_Gesture_34.00_35.63
1.3321127,6.659874,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_3_Gesture_39.47_40.87
1.2174839,5.9740415,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_4_Gesture_42.97_45.43
0.0922081,7.253244,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_5_Gesture_51.47_51.80
0.17116782,7.1888204,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_6_Gesture_60.37_60.60
0.5520554,6.730637,108_208_51_1_20250114_163806_spinach_board_guesser_cam02.mp4_segment_7_Gesture_44.37_44.63
3.8669133,9.029852,108_208_52_1_20250114_163842_blanket_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_2.17
4.1305757,9.342861,108_208_52_1_20250114_163842_blanket_board_guesser_cam02.mp4_segment_1_Gesture_1.03_1.73
6.962545,10.418945,108_208_53_1_20250114_163852_pillow_board_clueGiver_cam02.mp4_segment_1_Move_3.43_3.97
3.5863354,7.5865283,108_208_53_1_20250114_163852_pillow_board_clueGiver_cam02.mp4_segment_2_Gesture_8.17_8.87
2.5325267,2.979055,108_208_53_1_20250114_163852_pillow_board_guesser_cam02.mp4_segment_1_Gesture_1.53_4.00
2.3970609,3.0486588,108_208_53_1_20250114_163852_pillow_board_guesser_cam02.mp4_segment_2_Gesture_5.50_9.00
2.4453392,3.2942157,108_208_53_1_20250114_163852_pillow_board_guesser_cam02.mp4_segment_3_Gesture_3.03_3.50
6.6493764,4.495882,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_1_Gesture_0.80_3.90
4.2373,9.343767,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_2_Gesture_7.50_8.07
3.5278811,8.1951275,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_3_Gesture_9.10_9.87
6.628733,4.400944,108_208_54_1_20250114_163903_soda_board_clueGiver_cam02.mp4_segment_4_Gesture_0.80_3.33
3.875644,7.262168,116_216_13_1_20250116_102527_traffic_board_clueGiver_cam02.mp4_segment_2_Gesture_2.43_2.53
-0.22844787,6.338804,preparation_103_203_1_clueGiver_cam02.mp4_segment_1_Gesture_16.77_17.03
3.0157804,8.561898,preparation_103_203_1_clueGiver_cam02.mp4_segment_2_Gesture_18.13_20.10
10.772401,6.3640046,preparation_103_203_1_clueGiver_cam02.mp4_segment_3_Gesture_25.20_37.00
10.530446,6.316034,preparation_103_203_1_clueGiver_cam02.mp4_segment_4_Gesture_38.80_41.87
-0.5220067,6.4531603,preparation_103_203_1_clueGiver_cam02.mp4_segment_5_Gesture_16.17_16.57
3.1219802,8.65536,preparation_103_203_1_clueGiver_cam02.mp4_segment_6_Gesture_18.10_18.23
10.712385,6.3519306,preparation_103_203_1_clueGiver_cam02.mp4_segment_7_Gesture_24.93_41.87
7.749131,5.243596,preparation_103_203_1_guesser_cam02.mp4_segment_1_Move_17.73_21.47
8.8212,4.4866605,preparation_103_203_1_guesser_cam02.mp4_segment_2_Gesture_22.37_23.50
10.897575,6.4288797,preparation_103_203_1_guesser_cam02.mp4_segment_3_Gesture_25.23_41.87
8.559564,5.563608,preparation_103_203_1_guesser_cam02.mp4_segment_4_Gesture_19.10_21.03
8.661886,4.4673514,preparation_103_203_1_guesser_cam02.mp4_segment_5_Gesture_22.43_23.13
9.20172,4.4397306,preparation_103_203_1_guesser_cam02.mp4_segment_6_Gesture_25.03_25.17
1.252161,6.0762806,preparation_103_203_1_guesser_cam02.mp4_segment_7_Gesture_25.90_26.97
2.9190269,2.1995144,preparation_103_203_1_guesser_cam02.mp4_segment_8_Gesture_27.77_27.97
10.875158,6.4184265,preparation_103_203_1_guesser_cam02.mp4_segment_9_Gesture_30.13_41.87
7.598471,8.839748,preparation_103_203_4_clueGiver_cam02.mp4_segment_1_Gesture_3.60_4.80
6.0906157,4.077836,preparation_103_203_4_clueGiver_cam02.mp4_segment_2_Gesture_7.40_8.10
7.5291476,4.8000193,preparation_103_203_4_clueGiver_cam02.mp4_segment_3_Gesture_1.90_4.30
7.5156903,7.1759963,preparation_103_203_4_clueGiver_cam02.mp4_segment_4_Gesture_7.07_7.97
2.91388,2.7048569,preparation_103_203_4_guesser_cam02.mp4_segment_1_Gesture_0.80_8.63
7.6314526,7.048641,preparation_103_203_4_guesser_cam02.mp4_segment_2_Gesture_6.17_8.13
7.7723875,5.2512026,preparation_103_203_5_clueGiver_cam02.mp4_segment_1_Gesture_9.93_11.80
6.6082783,10.052724,preparation_103_203_5_clueGiver_cam02.mp4_segment_2_Gesture_12.70_13.13
5.172408,8.296828,preparation_103_203_5_clueGiver_cam02.mp4_segment_3_Gesture_18.20_19.10
7.7394614,7.149885,preparation_103_203_5_clueGiver_cam02.mp4_segment_4_Gesture_23.90_28.27
8.118135,3.1674075,preparation_103_203_5_clueGiver_cam02.mp4_segment_5_Gesture_1.93_2.30
8.054545,3.2711236,preparation_103_203_5_clueGiver_cam02.mp4_segment_6_Gesture_2.87_4.13
7.952233,3.250083,preparation_103_203_5_clueGiver_cam02.mp4_segment_7_Gesture_4.67_7.17
7.559312,5.2859664,preparation_103_203_5_clueGiver_cam02.mp4_segment_8_Gesture_9.13_12.63
7.8110847,6.639652,preparation_103_203_5_clueGiver_cam02.mp4_segment_9_Gesture_18.17_28.27
2.686267,2.6620646,preparation_103_203_5_guesser_cam02.mp4_segment_1_Gesture_0.80_16.70
10.401879,6.2864738,preparation_103_203_7_clueGiver_cam02.mp4_segment_1_Gesture_2.23_6.97
10.425098,6.2963676,preparation_103_203_7_clueGiver_cam02.mp4_segment_2_Gesture_1.87_6.97
10.930841,6.376318,preparation_103_203_7_guesser_cam02.mp4_segment_1_Gesture_0.80_7.03
10.925052,6.444472,preparation_103_203_7_guesser_cam02.mp4_segment_2_Gesture_0.80_7.03
7.2467303,8.469373,preparation_103_203_8_clueGiver_cam02.mp4_segment_10_Gesture_36.57_38.53
8.967906,9.427996,preparation_103_203_8_clueGiver_cam02.mp4_segment_11_Gesture_39.93_42.50
9.553682,6.1833744,preparation_103_203_8_clueGiver_cam02.mp4_segment_12_Gesture_44.20_45.00
8.3596325,8.714691,preparation_103_203_8_clueGiver_cam02.mp4_segment_13_Gesture_46.43_47.87
8.120445,8.854975,preparation_103_203_8_clueGiver_cam02.mp4_segment_14_Gesture_48.53_50.50
7.9093666,1.7899415,preparation_103_203_8_clueGiver_cam02.mp4_segment_15_Gesture_52.67_53.73
5.4260516,8.023946,preparation_103_203_8_clueGiver_cam02.mp4_segment_16_Gesture_2.73_3.27
5.2833056,8.040145,preparation_103_203_8_clueGiver_cam02.mp4_segment_17_Gesture_4.47_4.70
5.3262167,8.087464,preparation_103_203_8_clueGiver_cam02.mp4_segment_18_Gesture_5.30_5.40
5.0278587,8.063572,preparation_103_203_8_clueGiver_cam02.mp4_segment_19_Gesture_6.33_6.50
5.1101756,8.15223,preparation_103_203_8_clueGiver_cam02.mp4_segment_1_Gesture_3.13_3.80
3.701614,8.210463,preparation_103_203_8_clueGiver_cam02.mp4_segment_20_Gesture_7.47_8.37
4.5449414,6.942364,preparation_103_203_8_clueGiver_cam02.mp4_segment_21_Gesture_8.97_9.83
5.729383,7.7387066,preparation_103_203_8_clueGiver_cam02.mp4_segment_22_Gesture_10.93_11.40
8.168326,8.1434145,preparation_103_203_8_clueGiver_cam02.mp4_segment_23_Gesture_12.23_15.40
7.859938,9.8664255,preparation_103_203_8_clueGiver_cam02.mp4_segment_24_Gesture_17.17_18.17
7.9312043,10.026543,preparation_103_203_8_clueGiver_cam02.mp4_segment_25_Gesture_19.27_19.50
8.976817,9.381275,preparation_103_203_8_clueGiver_cam02.mp4_segment_26_Gesture_21.73_23.57
9.062575,9.615326,preparation_103_203_8_clueGiver_cam02.mp4_segment_27_Gesture_24.20_24.30
9.087995,9.514192,preparation_103_203_8_clueGiver_cam02.mp4_segment_28_Gesture_25.50_26.00
9.025696,9.553086,preparation_103_203_8_clueGiver_cam02.mp4_segment_29_Gesture_26.53_27.07
4.1795564,7.8667016,preparation_103_203_8_clueGiver_cam02.mp4_segment_2_Gesture_9.33_10.37
